,Call ID,Speaker,Conversation
754,191567409971155301567682893,1, yeah that's much better I mean I can access my account for my email %HESITATION and all that stuff so I'm just wondering why you're not able to access it on the %HESITATION thing I gave you all the information but I guess I'll just call back when I have the card in front of me sure
755,191567409971316391568632412,0,hi there my name is Lucas how can I help
756,191567409971316391568632412,2, you hi I'm trying to find out what my available balance is because I just me
757,191567409971316391568632412,0, %HESITATION
758,191567409971316391568632412,2, a payment
759,191567409971316391568632412,0, uhhuh you can check in the dashboard or of course I can check I am I mean okay so
760,191567409971316391568632412,2, okay what I'm confused because I made a payment of five hundred and forty dollars and it's saying my %HESITATION %HESITATION available balance is only thirty five so that's why I'm confused
761,191567409971316391568632412,0, because we need to go to process the payment %HESITATION may I have your mobile to double check your account
762,191567409971316391568632412,2, although say the putting payment already process %HESITATION I'm sorry what do you need
763,191567409971316391568632412,0, your mobile phone number
764,191567409971316391568632412,2, two six seven four five six five seven oh four %HESITATION and
765,191567409971316391568632412,0, he just
766,191567409971316391568632412,2, D. B. it might lead to that right
767,191567409971316391568632412,0, may I have your full name
768,191567409971316391568632412,2, Rosalyn %HESITATION I have %HESITATION it you
769,191567409971316391568632412,0, have the %HESITATION
770,191567409971316391568632412,2, %HESITATION
771,191567409971316391568632412,0, the last four digits for your %HESITATION social
772,191567409971316391568632412,2, six mass seven name
773,191567409971316391568632412,0, and your date of birth
774,191567409971316391568632412,2, eleven one eighty seven he in came from Chicago
775,191567409971316391568632412,0, let me just %HESITATION double check payment
776,191567409971316391568632412,2, okay we are we or what date you want thank you is going to be working out P.
777,191567409971316391568632412,0, C. you'll you did the last payments five five hundred and forty dollars correct
778,191567409971316391568632412,2, yes Sir
779,191567409971316391568632412,0, yes this payment is still pending do we are still processing this payment also because it it will reflect in your local
780,191567409971316391568632412,2, okay this is what I understand how long does it take because it's actually been since Friday and they just took the money out of my account today so it looks like it's been process because I don't have that money usually when this process is still in my account %HESITATION the five forty was taken out of their bank account today
781,191567409971316391568632412,0, we don't have an exact time frame thing for me to can take some bass
782,191567409971316391568632412,2, is there a supervisor I can speak to please
783,191567409971316391568632412,0, no there's no supervisor available right now but the information is that
784,191567409971316391568632412,2, can you okay can you transfer me to your supervisor voicemail
785,191567409971316391568632412,0, I don't have a supervisor available is is just said to I cannot
786,191567409971316391568632412,2, the supervisor isn't available but I want to I want to be I will leave a message he doesn't have a phone %HESITATION okay but what I'm saying is if the supervisor I work in a call center so when a supervisor isn't available you can always transfer me to their office yeah
787,191567409971316391568632412,0, you don't you don't let anything so %HESITATION these will be hard for me to assist you
788,191567409971316391568632412,2, hi %HESITATION I did you're I'm trying to figure out how you're saying it hasn't posted when indeed this is not the first time I've paid my bill when ever it comes right out of my account %HESITATION so I would I just like to speak to a supervisor put you to their voice now
789,191567409971316391568632412,0, as I said they would have supervisor available but it but Paul can I can I finish did they answer or no
790,191567409971316391568632412,2, no because I wanted
791,191567409971316391568632412,0, okay hasn't let me see sure there is nothing much I can do here sorry
792,191567409971316391568632412,2, I would like to speak to us so what what can I have your name please
793,191567409971316391568632412,0, hello %HESITATION %HESITATION no
794,191567409971316391568632412,2, you can if I'm not yeah can I speak to another representative that's all
795,191567409971316391568632412,0, no it's not possible to transfer calls
796,191567409971316391568632412,2, how is it not possible what is your name
797,191567409971316391568632412,0, %HESITATION once you a call back or no
798,191567409971316391568632412,2, I would like for you can I have your name
799,191567409971316391568632412,0, sorry I have to end this call
800,191567409971343961568778787,0,well control SO that post going to support this is Louis may I please have your account I. D. number
801,191567409971343961568778787,3, %HESITATION yeah it's yeah it's %HESITATION two
802,191567409971343961568778787,0, four
803,191567409971343961568778787,3, three six
804,191567409971343961568778787,0, uhhuh
805,191567409971343961568778787,3, %HESITATION three seven nine seven
806,191567409971343961568778787,0, uhhuh
807,191567409971343961568778787,3, %HESITATION five five five five nine five one three
808,191567409971343961568778787,0, thank you and may I have your name please
809,191567409971343961568778787,3, %HESITATION Lee bumping
810,191567409971343961568778787,0, and your access code please
811,191567409971343961568778787,3, %HESITATION access card shoot the %HESITATION zero zero six seven six
812,191567409971343961568778787,0, okay let ME I paid that long on the A. %HESITATION two four three six two seven nine seven after that you mention five five five nine is that correct
813,191567409971343961568778787,3, and %HESITATION %HESITATION for fall
814,191567409971343961568778787,0, they said before before that okay
815,191567409971343961568778787,3, nah nah nah nah nah nah
816,191567409971343961568778787,0, %HESITATION I see I see what you mean okay
817,191567409971343961568778787,3, get yet
818,191567409971343961568778787,0, and again %HESITATION you %HESITATION access code again
819,191567409971343961568778787,3, %HESITATION %HESITATION three zero zero six seven six
820,191567409971343961568778787,0, and your first name
821,191567409971343961568778787,3, %HESITATION like
822,191567409971343961568778787,0, thank you I kind of you
823,191567409971343961568778787,3, %HESITATION %HESITATION I've got %HESITATION I've got a load and go load content all you
824,191567409971343961568778787,0, use
825,191567409971343961568778787,3, %HESITATION %HESITATION the price help %HESITATION now it put the the card number that I just got your four hundred dollars on it %HESITATION then the then the cod as the boys
826,191567409971343961568778787,0, uhhuh
827,191567409971343961568778787,3, and all of that box %HESITATION when I was actually going to %HESITATION I've got a new card in the mile we're not going to %HESITATION trying to the cot I burn in the act %HESITATION it wouldn't allow me to do it and then when I type in the %HESITATION the end to end the strike a pose stole %HESITATION they've told me that I can't do it because dog the number on my %HESITATION replacement %HESITATION replacement %HESITATION
828,191567409971343961568778787,0, home
829,191567409971343961568778787,3, had been ripped off and then I'll
830,191567409971343961568778787,0, %HESITATION okay
831,191567409971343961568778787,3, get it sorted yeah
832,191567409971343961568778787,0, Humm %HESITATION let me see something and what is what is what is the expiration date on your new car
833,191567409971343961568778787,3, on on the news just it's just now the I know one thing
834,191567409971343961568778787,0, okay so the card is actually expired so I do see your balance you do have the remaining %HESITATION four hundred was at full on to add %HESITATION eighty nine and fifty one now I'm able to send you that money as a money order can you confirm the address yeah well
835,191567409971343961568778787,3, %HESITATION are you able to hook
836,191567409971343961568778787,0, I know we actually %HESITATION I stopped the lingo we switched a MasterCard so it's why I'm not able to do that yeah %HESITATION
837,191567409971343961568778787,3, %HESITATION I don't know anyone
838,191567409971343961568778787,0, mmhm
839,191567409971343961568778787,3, one eight nine one
840,191567409971343961568778787,0, yes
841,191567409971343961568778787,3, yep %HESITATION Justin Melton drive
842,191567409971343961568778787,0, I think that's the one we have so you would take up to %HESITATION fourteen business days for you to have it and do you can you can %HESITATION cashiers at any post office %HESITATION banks
843,191567409971343961568778787,3, that's or or just %HESITATION log out expecting another cop would come sort of this month I was going to try to deal with the new guy but %HESITATION I
844,191567409971343961568778787,0, %HESITATION
845,191567409971343961568778787,3, bring you and said now this phone not a problem
846,191567409971343961568778787,0, okay so it's all set
847,191567409971343961568778787,3, okay I appreciate that very much
848,191567409971343961568778787,0, I thank you
849,191567409971343961568778787,3, thank you bye
850,191567409971343961568778787,0, thank you for calling so I posted
851,191567409971343961568778787,3, by thank you for
852,201565338837124721565529342,0,thank you for calling card member services my name is bill in may I please have your card numbers
853,201565338837124721565529342,1, %HESITATION yeah I I well six six today seven three zero five seven full full three seven zero zero three
854,201565338837124721565529342,0, %HESITATION the first four digits nine four six six two
855,201565338837124721565529342,1, well six six say five five yeah
856,201565338837124721565529342,0, okay thank you just give me a moment and let me go in and look at your account details
857,201565338837124721565529342,1, thank
858,201565338837124721565529342,0, may I have the expiration date on the card please
859,201565338837124721565529342,1, thank you say
860,201565338837124721565529342,0, thank you how may I help you today
861,201565338837124721565529342,1, %HESITATION is that car not because I tell me
862,201565338837124721565529342,0, absolutely the card is activated and you have fifteen pounds available on the con
863,201565338837124721565529342,1, %HESITATION thank you for today
864,201565338837124721565529342,0, I'm sorry
865,201565338837124721565529342,1, could you spell your checking account for my because they think that if I could if I give you my number
866,201565338837124721565529342,0, it is activated %HESITATION your call is perfectly activated and you have fifteen pounds available
867,201565338837124721565529342,1, can I give you I'm not the card number
868,201565338837124721565529342,0, yeah yeah sure why not
869,201565338837124721565529342,1, I K. eight oh six six Hey seven three five five seven six six one four five three four
870,201565338837124721565529342,0, okay I'm so sorry actually %HESITATION your wife's is muffled so it's hard for me %HESITATION what are the numbers that you're giving me so could you please
871,201565338837124721565529342,1, yep well Hey seven three zero five seven six six welcome four five three four
872,201565338837124721565529342,0, thank you so much %HESITATION please allow me a moment and let me pull up the details of this car what's the exploration on this one
873,201565338837124721565529342,1, thank you thank you today
874,201565338837124721565529342,0, thank you very much I can see this is also %HESITATION activate kat and you have fifteen pounds of this gun
875,201565338837124721565529342,1, I quite lovely thank you bye bye because I think yeah %HESITATION
876,201565338837124721565529342,0, yes absolutely
877,201565338837124721565529342,1, I K.
878,201565338837124721565529342,0, all right and since you have for me please
879,201565338837124721565529342,1, no that's it thank you
880,201565338837124721565529342,0, you take care of yourself and thank you so very well thank you have a wonderful day bye
881,201565338837421781567149868,0,walking this really oppose letting go support my name is may I have may I please have your card ID number
882,201565338837421781567149868,3, %HESITATION %HESITATION the card I. D. E. one six %HESITATION tools one three two three seven nine seven five eight two three zero three two eight
883,201565338837421781567149868,0, you know so I have your first and your last name can I have your first and your last name please
884,201565338837421781567149868,3, %HESITATION net last name is going to read my first name is Carlos K. A. U. S. H. A. L.
885,201565338837421781567149868,0, thank you and your six digit access code please
886,201565338837421781567149868,3, X. this is Courtney is %HESITATION nine four nine point nine six
887,201565338837421781567149868,0, thank you and how can I help you today
888,201565338837421781567149868,3, yeah I'll I took this card to the posting posts %HESITATION office sending them to check the balance and because I could log into the %HESITATION
889,201565338837421781567149868,0, %HESITATION
890,201565338837421781567149868,3, %HESITATION these check the balance and my card is going to expire soon I think in the end of this month %HESITATION how can I get a new card
891,201565338837421781567149868,0, are you still at %HESITATION what's your address
892,201565338837421781567149868,3, %HESITATION my address these %HESITATION %HESITATION fourteen one four
893,201565338837421781567149868,0, hi how are different address
894,201565338837421781567149868,3, %HESITATION that's a date so can you %HESITATION update the address
895,201565338837421781567149868,0, yeah but you're right tell me what your you know address
896,201565338837421781567149868,3, all right I'll tell you now fourteen one four
897,201565338837421781567149868,0, no the order you know address what is it
898,201565338837421781567149868,3, well you know the address ease %HESITATION tool slash fight reacted we need all the parts
899,201565338837421781567149868,0, thank you what is the new address
900,201565338837421781567149868,3, fourteen one four James J. A. M. E. S. why am I. N. W. Y. M. A. N.
901,201565338837421781567149868,0, W.
902,201565338837421781567149868,3, why M. A. N. please
903,201565338837421781567149868,0, yes
904,201565338837421781567149868,3, B. L. A. S. C.
905,201565338837421781567149868,0, thank you suburb
906,201565338837421781567149868,3, %HESITATION Hampton box
907,201565338837421781567149868,0, H. A. M. P. T. O. N.
908,201565338837421781567149868,3, it that's correct five
909,201565338837421781567149868,0, park
910,201565338837421781567149868,3, yeah
911,201565338837421781567149868,0, and the postal code
912,201565338837421781567149868,3, %HESITATION three nine seven six
913,201565338837421781567149868,0, three nine seven six
914,201565338837421781567149868,3, yep
915,201565338837421781567149868,0, and then %HESITATION so
916,201565338837421781567149868,3, again what state Victoria
917,201565338837421781567149868,0, thank you so I tell you the address the new time is right or wrong
918,201565338837421781567149868,3, forty eighteen
919,201565338837421781567149868,0, James like the name James one minute is double you why M. for mother A. N. for Nancy have didn't park three nine seven six
920,201565338837421781567149868,3, yes that's correct
921,201565338837421781567149868,0, great just give me one moment I'm gonna go ahead and send you a money order money orders going to arrive over the next fourteen business days just give me one moment that's not going to be long I'm going to go ahead
922,201565338837421781567149868,3, one one working quickly why am I and eight W. why in Maine correct
923,201565338837421781567149868,0, W. wife for you why
924,201565338837421781567149868,3, yes ma'am
925,201565338837421781567149868,0, M. for mother A. for Alfa N. Nancy
926,201565338837421781567149868,3, that's correct
927,201565338837421781567149868,0, awesome just give me one moment I know going to be a long time I'm going to get back to you shortly okay
928,201565338837421781567149868,3, thanks
929,201565338837421781567149868,0, thank you thank you hello
930,201565338837421781567149868,3, yes
931,201565338837421781567149868,0, thank you for your patience I've gone ahead and taken care of it's just you but %HESITATION for the order to arrive in the mail and yes I can do for you today
932,201565338837421781567149868,3, yeah that's all yeah I we need to coddle you're getting pending
933,201565338837421781567149868,0, %HESITATION money order no I'm sending you a money order the loading %HESITATION cards are no longer being sold
934,201565338837421781567149868,3, optical center thanks a lot bye
935,201565338837421781567149868,0, no problem thank you for calling surely oppose the remote support have a nice day
936,201565338837421781567149868,3, yeah what's the reference number for this call
937,201565338837421781567149868,0, no no just my name
938,201565338837421781567149868,3, just you okay what's your name sorry
939,201565338837421781567149868,0, I mean a hand M. A. Y.
940,201565338837421781567149868,3, M. A. Y.
941,201565338837421781567149868,0, yep and a
942,201565338837421781567149868,3, M. A.
943,201565338837421781567149868,0, R. G. A. N.
944,201565338837421781567149868,3, H. A. M. all right may I have the right code thank you
945,201565338837421781567149868,0, no problem have a nice day thank you bye
946,201565338837421781567149868,3, you too but
