intent_type,phrase,label
promise,Believe me,PROMISE_DIRECT
promise,Trust me,PROMISE_DIRECT
promise,Thank you,PROMISE_RESPONSE
promise,I believe you,PROMISE_RESPONSE
promise,Keep your promise.,PROMISE_RESPONSE
promise,I hope you will keep your words,PROMISE_RESPONSE
promise,Just let the time answer it,PROMISE_RESPONSE
reason,because,CAUSE
reason,cause,CAUSE
reason,due to,CAUSE
reason,since,CAUSE
reason,yet,EFFECT
reason,as,EFFECT
reason,as a result,EFFECT
reason,consequently,EFFECT
reason,so,EFFECT
reason,Therefore,EFFECT
reason,However,CAUSE
reason,here after,EFFECT
reason,which,CAUSE
reason,that is why,CAUSE
reason,but,EFFECT
reason,as long as,CAUSE
reason,as things go,CAUSE
reason,being,CAUSE
reason,by cause of,CAUSE
reason,by reason of,CAUSE
reason,by virtue of,CAUSE
reason,considering,CAUSE
reason,for,CAUSE
reason,for the reason that,CAUSE
reason,for the sake of,CAUSE
reason,in as much as,CAUSE
reason,in behalf of,CAUSE
reason,in that,CAUSE
reason,in the interest of,CAUSE
reason,in view of,CAUSE
reason,now that,CAUSE
reason,on the grounds that,CAUSE
reason,over,CAUSE
reason,owing to,CAUSE
reason,seeing,CAUSE
reason,thanks to,CAUSE
reason,through,CAUSE
reason,whereas,CAUSE
reason,all in all,CAUSE
reason,all things considered,CAUSE
reason,everything being equal,CAUSE
reason,as much as,CAUSE
reason,in consideration of,CAUSE
reason,in light of,CAUSE
reason,in so much as,CAUSE
reason,now,CAUSE
reason,pending,CAUSE
reason,taking into account,CAUSE
reason,making allowance for,CAUSE
reason,while,CAUSE
reason,later,EFFECT
reason,subsequently,CAUSE
reason,hence,CAUSE
reason,afterward,CAUSE
reason,ago,CAUSE
reason,already,CAUSE
reason,similarly,EFFECT
reason,likewise,EFFECT
reason,in the same way,EFFECT
reason,thus,EFFECT
reason,well,EFFECT
reason,too,EFFECT
reason,indeed,EFFECT
reason,accordingly,EFFECT
reason,ergo,EFFECT
reason,in regards to,CAUSE
reason,regarding,CAUSE
refuse,Unfortunately ,REFUSE_DIRECT
refuse,I am afraid ,REFUSE_DIRECT
refuse,I am not authorized ,REFUSE_DIRECT
refuse,Please accept my apology,REFUSE_DIRECT
refuse,That is not something I can do,REFUSE_DIRECT
refuse,There is nothing I can do,REFUSE_DIRECT
refuse,I am sorry,REFUSE_DIRECT
refuse,I can not help,REFUSE_DIRECT
repeat,As I have mentioned,REPEAT_DIRECT
repeat,As I said,REPEAT_DIRECT
repeat,Like I said,REPEAT_DIRECT
repeat,As you know,REPEAT_DIRECT
repeat,You may know,REPEAT_DIRECT
repeat,I said before,REPEAT_DIRECT
repeat,I will repeat that,REPEAT_DIRECT
repeat,You know,REPEAT_DIRECT
repeat,As mentioned,REPEAT_DIRECT
repeat,as i have said,REPEAT_DIRECT
repeat,as i say,REPEAT_DIRECT
repeat,like i told,REPEAT_DIRECT
repeat,as i mentioned,REPEAT_DIRECT
repeat,as i have already said,REPEAT_DIRECT
repeat,as i was saying,REPEAT_DIRECT
repeat,as i said earlier,REPEAT_DIRECT
repeat,like i say,REPEAT_DIRECT
repeat,as i told,REPEAT_DIRECT
repeat,as i stated,REPEAT_DIRECT
repeat,as i mentioned earlier,REPEAT_DIRECT
repeat,as i indicated,REPEAT_DIRECT
repeat,as mentioned before,REPEAT_DIRECT
repeat,like you said,REPEAT_DIRECT
repeat,as you said,REPEAT_DIRECT
repeat,i said,REPEAT_DIRECT
repeat,as i have already mentioned,REPEAT_DIRECT
repeat,i told,REPEAT_DIRECT
repeat,as i have indicated,REPEAT_DIRECT
repeat,like i was saying,REPEAT_DIRECT
repeat,as i just said,REPEAT_DIRECT
repeat,as noted,REPEAT_DIRECT
repeat,i already told,REPEAT_DIRECT
repeat,as i was telling,REPEAT_DIRECT
repeat,as i have just said,REPEAT_DIRECT
repeat,as mentioned earlier,REPEAT_DIRECT
repeat,as you say,REPEAT_DIRECT
repeat,when i said,REPEAT_DIRECT
repeat,as i have stated,REPEAT_DIRECT
repeat,as i have already stated,REPEAT_DIRECT
repeat,as i have already indicated,REPEAT_DIRECT
repeat,like i was telling,REPEAT_DIRECT
repeat,like i tell,REPEAT_DIRECT
repeat,how i told,REPEAT_DIRECT
repeat,like i just said,REPEAT_DIRECT
repeat,as stated,REPEAT_DIRECT
repeat,as previously stated,REPEAT_DIRECT
repeat,like i told you,REPEAT_DIRECT
repeat,as i already mentioned,REPEAT_DIRECT
repeat,how i say,REPEAT_DIRECT
repeat,what i said,REPEAT_DIRECT
repeat,just as you said,REPEAT_DIRECT
repeat,as i already said,REPEAT_DIRECT
repeat,like i told you,REPEAT_DIRECT
repeat,as i have told,REPEAT_DIRECT
repeat,as i noted earlier,REPEAT_DIRECT
repeat,as i mentioned previously,REPEAT_DIRECT
repeat,as i said previously,REPEAT_DIRECT
repeat,previously,REPEAT_DIRECT
repeat,that is what they told me,REPEAT_RESPONSE
repeat,they told me,REPEAT_RESPONSE
request,Will you please,REQUEST_DIRECT
request,Would you please,REQUEST_DIRECT
request,Can you please,REQUEST_DIRECT
request,Could you please,REQUEST_DIRECT
request,Do you mind,REQUEST_DIRECT
request,Do you think you could,REQUEST_DIRECT
request,Do you think it would be possible,REQUEST_DIRECT
request,Would it be possible for you to,REQUEST_DIRECT
request,Would there be any possibility of,REQUEST_DIRECT
request,Would you be kind enough to,REQUEST_DIRECT
request,Would you mind,REQUEST_DIRECT
request,Could you possibly,REQUEST_DIRECT
request,I would appreciate it if you could,REQUEST_DIRECT
request,Can I ask you to,REQUEST_DIRECT
request,Sure I would be glad to,REQUEST_RESPONSE_POS
request,I would be happy to,REQUEST_RESPONSE_POS
request,Sure Just a moment,REQUEST_RESPONSE_POS
request,No problem,REQUEST_RESPONSE_POS
request,Of course,REQUEST_RESPONSE_POS
request,Certainly,REQUEST_RESPONSE_POS
request,All right,REQUEST_RESPONSE_POS
request,I am sorry I can not,REQUEST_RESPONSE_NEG
request,I am sorry but,REQUEST_RESPONSE_NEG
request,I would love to but,REQUEST_RESPONSE_NEG
request,Sorry to have to tell you this,REQUEST_RESPONSE_NEG
request,It sounds great but,REQUEST_RESPONSE_NEG
request,Can you help me,HELP_REQUEST
request,Are you able to help me,HELP_REQUEST
suggest,You should try,SUGGEST_DIRECT
suggest,You should,SUGGEST_DIRECT
suggest,I think you should,SUGGEST_DIRECT
suggest,Why do not you,SUGGEST_DIRECT
suggest,You would better,SUGGEST_DIRECT
suggest,Let us,SUGGEST_DIRECT
suggest,What about,SUGGEST_DIRECT
suggest,How about,SUGGEST_DIRECT
suggest,Do not you think,SUGGEST_DIRECT
suggest,If I were you I would,SUGGEST_DIRECT
suggest,I suggest that,SUGGEST_DIRECT
suggest,I suggest,SUGGEST_DIRECT
suggest,You may want to,SUGGEST_DIRECT
suggest,Perhaps you could,SUGGEST_DIRECT
suggest,Perhaps you should,SUGGEST_DIRECT
suggest,Perhaps you,SUGGEST_DIRECT
suggest,I strongly advise you,SUGGEST_DIRECT
suggest,I recommend that,SUGGEST_DIRECT
suggest,I recommend,SUGGEST_DIRECT
suggest,It is better for you,SUGGEST_DIRECT
suggest,It is better if you,SUGGEST_DIRECT
suggest,I think you need to,SUGGEST_DIRECT
suggest,I think its better if you,SUGGEST_DIRECT
suggest,It is probably better if you,SUGGEST_DIRECT
suggest,Thanks I will do it,SUGGEST_RESPONSE_POS
suggest,It sounds good,SUGGEST_RESPONSE_POS
suggest,That sounds like a good idea,SUGGEST_RESPONSE_POS
suggest,Thanks It is a good suggestion,SUGGEST_RESPONSE_POS
suggest,I think you are right,SUGGEST_RESPONSE_POS
suggest,Why did not I think of that,SUGGEST_RESPONSE_POS
suggest,Good advice,SUGGEST_RESPONSE_POS
suggest,Thanks for the advice,SUGGEST_RESPONSE_POS
suggest,Thanks for the tip,SUGGEST_RESPONSE_POS
suggest,No I would rather not,SUGGEST_RESPONSE_NEG
suggest,I do not think so,SUGGEST_RESPONSE_NEG
suggest,I do not feel like it,SUGGEST_RESPONSE_NEG
suggest,No I do not this it is a good idea,SUGGEST_RESPONSE_NEG
suggest,What a bad idea,SUGGEST_RESPONSE_NEG
suggest,That is an awful plan,SUGGEST_RESPONSE_NEG
swear,acrotomophilia,SWEAR_DIRECT
swear,aeolus,SWEAR_DIRECT
swear,ahole,SWEAR_DIRECT
swear,alabama hot pocket,SWEAR_DIRECT
swear,alaskan pipeline,SWEAR_DIRECT
swear,anal,SWEAR_DIRECT
swear,anal impaler,SWEAR_DIRECT
swear,anal leakage,SWEAR_DIRECT
swear,analprobe,SWEAR_DIRECT
swear,anilingus,SWEAR_DIRECT
swear,anus,SWEAR_DIRECT
swear,apeshit,SWEAR_DIRECT
swear,ar5e,SWEAR_DIRECT
swear,areola,SWEAR_DIRECT
swear,areole,SWEAR_DIRECT
swear,arian,SWEAR_DIRECT
swear,arrse,SWEAR_DIRECT
swear,arse,SWEAR_DIRECT
swear,arsehole,SWEAR_DIRECT
swear,aryan,SWEAR_DIRECT
swear,ass,SWEAR_DIRECT
swear,ass fuck,SWEAR_DIRECT
swear,ass fuck,SWEAR_DIRECT
swear,ass hole,SWEAR_DIRECT
swear,assbag,SWEAR_DIRECT
swear,assbandit,SWEAR_DIRECT
swear,assbang,SWEAR_DIRECT
swear,assbanged,SWEAR_DIRECT
swear,assbanger,SWEAR_DIRECT
swear,assbangs,SWEAR_DIRECT
swear,assbite,SWEAR_DIRECT
swear,assclown,SWEAR_DIRECT
swear,asscock,SWEAR_DIRECT
swear,asscracker,SWEAR_DIRECT
swear,asses,SWEAR_DIRECT
swear,assface,SWEAR_DIRECT
swear,assfaces,SWEAR_DIRECT
swear,assfuck,SWEAR_DIRECT
swear,assfucker,SWEAR_DIRECT
swear,ass-fucker,SWEAR_DIRECT
swear,assfukka,SWEAR_DIRECT
swear,assgoblin,SWEAR_DIRECT
swear,assh0le,SWEAR_DIRECT
swear,asshat,SWEAR_DIRECT
swear,ass-hat,SWEAR_DIRECT
swear,asshead,SWEAR_DIRECT
swear,assho1e,SWEAR_DIRECT
swear,asshole,SWEAR_DIRECT
swear,assholes,SWEAR_DIRECT
swear,asshopper,SWEAR_DIRECT
swear,ass-jabber,SWEAR_DIRECT
swear,assjacker,SWEAR_DIRECT
swear,asslick,SWEAR_DIRECT
swear,asslicker,SWEAR_DIRECT
swear,assmaster,SWEAR_DIRECT
swear,assmonkey,SWEAR_DIRECT
swear,assmucus,SWEAR_DIRECT
swear,assmucus,SWEAR_DIRECT
swear,assmunch,SWEAR_DIRECT
swear,assmuncher,SWEAR_DIRECT
swear,assnigger,SWEAR_DIRECT
swear,asspirate,SWEAR_DIRECT
swear,ass-pirate,SWEAR_DIRECT
swear,assshit,SWEAR_DIRECT
swear,assshole,SWEAR_DIRECT
swear,asssucker,SWEAR_DIRECT
swear,asswad,SWEAR_DIRECT
swear,asswhole,SWEAR_DIRECT
swear,asswipe,SWEAR_DIRECT
swear,asswipes,SWEAR_DIRECT
swear,auto erotic,SWEAR_DIRECT
swear,autoerotic,SWEAR_DIRECT
swear,axwound,SWEAR_DIRECT
swear,azazel,SWEAR_DIRECT
swear,azz,SWEAR_DIRECT
swear,b!tch,SWEAR_DIRECT
swear,b00bs,SWEAR_DIRECT
swear,b17ch,SWEAR_DIRECT
swear,b1tch,SWEAR_DIRECT
swear,babeland,SWEAR_DIRECT
swear,baby batter,SWEAR_DIRECT
swear,baby juice,SWEAR_DIRECT
swear,ball gag,SWEAR_DIRECT
swear,ball gravy,SWEAR_DIRECT
swear,ball kicking,SWEAR_DIRECT
swear,ball licking,SWEAR_DIRECT
swear,ball sack,SWEAR_DIRECT
swear,ball sucking,SWEAR_DIRECT
swear,ballbag,SWEAR_DIRECT
swear,balls,SWEAR_DIRECT
swear,ballsack,SWEAR_DIRECT
swear,bampot,SWEAR_DIRECT
swear,bang (one's) box,SWEAR_DIRECT
swear,bangbros,SWEAR_DIRECT
swear,bareback,SWEAR_DIRECT
swear,barely legal,SWEAR_DIRECT
swear,barenaked,SWEAR_DIRECT
swear,barf,SWEAR_DIRECT
swear,bastard,SWEAR_DIRECT
swear,bastardo,SWEAR_DIRECT
swear,bastards,SWEAR_DIRECT
swear,bastinado,SWEAR_DIRECT
swear,batty boy,SWEAR_DIRECT
swear,bawdy,SWEAR_DIRECT
swear,bbw,SWEAR_DIRECT
swear,bdsm,SWEAR_DIRECT
swear,beaner,SWEAR_DIRECT
swear,beaners,SWEAR_DIRECT
swear,beardedclam,SWEAR_DIRECT
swear,beastial,SWEAR_DIRECT
swear,beastiality,SWEAR_DIRECT
swear,beatch,SWEAR_DIRECT
swear,beaver,SWEAR_DIRECT
swear,beaver cleaver,SWEAR_DIRECT
swear,beaver lips,SWEAR_DIRECT
swear,beef curtain,SWEAR_DIRECT
swear,beef curtain,SWEAR_DIRECT
swear,beef curtains,SWEAR_DIRECT
swear,beeyotch,SWEAR_DIRECT
swear,bellend,SWEAR_DIRECT
swear,bender,SWEAR_DIRECT
swear,beotch,SWEAR_DIRECT
swear,bescumber,SWEAR_DIRECT
swear,bestial,SWEAR_DIRECT
swear,bestiality,SWEAR_DIRECT
swear,bi+ch,SWEAR_DIRECT
swear,biatch,SWEAR_DIRECT
swear,big black,SWEAR_DIRECT
swear,big breasts,SWEAR_DIRECT
swear,big knockers,SWEAR_DIRECT
swear,big tits,SWEAR_DIRECT
swear,bigtits,SWEAR_DIRECT
swear,bimbo,SWEAR_DIRECT
swear,bimbos,SWEAR_DIRECT
swear,bint,SWEAR_DIRECT
swear,birdlock,SWEAR_DIRECT
swear,bitch,SWEAR_DIRECT
swear,bitch tit,SWEAR_DIRECT
swear,bitch tit,SWEAR_DIRECT
swear,bitchass,SWEAR_DIRECT
swear,bitched,SWEAR_DIRECT
swear,bitcher,SWEAR_DIRECT
swear,bitchers,SWEAR_DIRECT
swear,bitches,SWEAR_DIRECT
swear,bitchin,SWEAR_DIRECT
swear,bitching,SWEAR_DIRECT
swear,bitchtits,SWEAR_DIRECT
swear,bitchy,SWEAR_DIRECT
swear,black cock,SWEAR_DIRECT
swear,blonde action,SWEAR_DIRECT
swear,blonde on blonde action,SWEAR_DIRECT
swear,bloodclaat,SWEAR_DIRECT
swear,bloody,SWEAR_DIRECT
swear,bloody hell,SWEAR_DIRECT
swear,blow job,SWEAR_DIRECT
swear,blow me,SWEAR_DIRECT
swear,blow mud,SWEAR_DIRECT
swear,blow your load,SWEAR_DIRECT
swear,blowjob,SWEAR_DIRECT
swear,blowjobs,SWEAR_DIRECT
swear,blue waffle,SWEAR_DIRECT
swear,blue waffle,SWEAR_DIRECT
swear,blumpkin,SWEAR_DIRECT
swear,blumpkin,SWEAR_DIRECT
swear,bod,SWEAR_DIRECT
swear,bodily,SWEAR_DIRECT
swear,boink,SWEAR_DIRECT
swear,boiolas,SWEAR_DIRECT
swear,bollock,SWEAR_DIRECT
swear,bollocks,SWEAR_DIRECT
swear,bollok,SWEAR_DIRECT
swear,bollox,SWEAR_DIRECT
swear,bondage,SWEAR_DIRECT
swear,boned,SWEAR_DIRECT
swear,boner,SWEAR_DIRECT
swear,boners,SWEAR_DIRECT
swear,bong,SWEAR_DIRECT
swear,boob,SWEAR_DIRECT
swear,boobies,SWEAR_DIRECT
swear,boobs,SWEAR_DIRECT
swear,booby,SWEAR_DIRECT
swear,booger,SWEAR_DIRECT
swear,bookie,SWEAR_DIRECT
swear,boong,SWEAR_DIRECT
swear,booobs,SWEAR_DIRECT
swear,boooobs,SWEAR_DIRECT
swear,booooobs,SWEAR_DIRECT
swear,booooooobs,SWEAR_DIRECT
swear,bootee,SWEAR_DIRECT
swear,bootie,SWEAR_DIRECT
swear,booty,SWEAR_DIRECT
swear,booty call,SWEAR_DIRECT
swear,booze,SWEAR_DIRECT
swear,boozer,SWEAR_DIRECT
swear,boozy,SWEAR_DIRECT
swear,bosom,SWEAR_DIRECT
swear,bosomy,SWEAR_DIRECT
swear,breasts,SWEAR_DIRECT
swear,Breeder,SWEAR_DIRECT
swear,brotherfucker,SWEAR_DIRECT
swear,brown showers,SWEAR_DIRECT
swear,brunette action,SWEAR_DIRECT
swear,buceta,SWEAR_DIRECT
swear,bugger,SWEAR_DIRECT
swear,bukkake,SWEAR_DIRECT
swear,bull shit,SWEAR_DIRECT
swear,bulldyke,SWEAR_DIRECT
swear,bullet vibe,SWEAR_DIRECT
swear,bullshit,SWEAR_DIRECT
swear,bullshits,SWEAR_DIRECT
swear,bullshitted,SWEAR_DIRECT
swear,bullturds,SWEAR_DIRECT
swear,bum,SWEAR_DIRECT
swear,bum boy,SWEAR_DIRECT
swear,bumblefuck,SWEAR_DIRECT
swear,bumclat,SWEAR_DIRECT
swear,bummer,SWEAR_DIRECT
swear,buncombe,SWEAR_DIRECT
swear,bung,SWEAR_DIRECT
swear,bung hole,SWEAR_DIRECT
swear,bunghole,SWEAR_DIRECT
swear,bunny fucker,SWEAR_DIRECT
swear,bust a load,SWEAR_DIRECT
swear,bust a load,SWEAR_DIRECT
swear,busty,SWEAR_DIRECT
swear,butt,SWEAR_DIRECT
swear,butt fuck,SWEAR_DIRECT
swear,butt fuck,SWEAR_DIRECT
swear,butt plug,SWEAR_DIRECT
swear,buttcheeks,SWEAR_DIRECT
swear,buttfuck,SWEAR_DIRECT
swear,buttfucka,SWEAR_DIRECT
swear,buttfucker,SWEAR_DIRECT
swear,butthole,SWEAR_DIRECT
swear,buttmuch,SWEAR_DIRECT
swear,buttmunch,SWEAR_DIRECT
swear,butt-pirate,SWEAR_DIRECT
swear,buttplug,SWEAR_DIRECT
swear,c.0.c.k,SWEAR_DIRECT
swear,c.o.c.k.,SWEAR_DIRECT
swear,c.u.n.t,SWEAR_DIRECT
swear,c0ck,SWEAR_DIRECT
swear,c-0-c-k,SWEAR_DIRECT
swear,c0cksucker,SWEAR_DIRECT
swear,caca,SWEAR_DIRECT
swear,cacafuego,SWEAR_DIRECT
swear,cahone,SWEAR_DIRECT
swear,camel toe,SWEAR_DIRECT
swear,cameltoe,SWEAR_DIRECT
swear,camgirl,SWEAR_DIRECT
swear,camslut,SWEAR_DIRECT
swear,camwhore,SWEAR_DIRECT
swear,carpet muncher,SWEAR_DIRECT
swear,carpetmuncher,SWEAR_DIRECT
swear,cawk,SWEAR_DIRECT
swear,cervix,SWEAR_DIRECT
swear,chesticle,SWEAR_DIRECT
swear,chi-chi man,SWEAR_DIRECT
swear,chick with a dick,SWEAR_DIRECT
swear,child-fucker,SWEAR_DIRECT
swear,chinc,SWEAR_DIRECT
swear,chincs,SWEAR_DIRECT
swear,chink,SWEAR_DIRECT
swear,chinky,SWEAR_DIRECT
swear,choad,SWEAR_DIRECT
swear,choade,SWEAR_DIRECT
swear,choade,SWEAR_DIRECT
swear,choc ice,SWEAR_DIRECT
swear,chocolate rosebuds,SWEAR_DIRECT
swear,chode,SWEAR_DIRECT
swear,chodes,SWEAR_DIRECT
swear,chota bags,SWEAR_DIRECT
swear,chota bags,SWEAR_DIRECT
swear,cipa,SWEAR_DIRECT
swear,circlejerk,SWEAR_DIRECT
swear,cl1t,SWEAR_DIRECT
swear,cleveland steamer,SWEAR_DIRECT
swear,climax,SWEAR_DIRECT
swear,clit,SWEAR_DIRECT
swear,clit licker,SWEAR_DIRECT
swear,clit licker,SWEAR_DIRECT
swear,clitface,SWEAR_DIRECT
swear,clitfuck,SWEAR_DIRECT
swear,clitoris,SWEAR_DIRECT
swear,clitorus,SWEAR_DIRECT
swear,clits,SWEAR_DIRECT
swear,clitty,SWEAR_DIRECT
swear,clitty litter,SWEAR_DIRECT
swear,clitty litter,SWEAR_DIRECT
swear,clover clamps,SWEAR_DIRECT
swear,clunge,SWEAR_DIRECT
swear,clusterfuck,SWEAR_DIRECT
swear,cnut,SWEAR_DIRECT
swear,cocain,SWEAR_DIRECT
swear,cocaine,SWEAR_DIRECT
swear,coccydynia,SWEAR_DIRECT
swear,cock,SWEAR_DIRECT
swear,c-o-c-k,SWEAR_DIRECT
swear,cock pocket,SWEAR_DIRECT
swear,cock pocket,SWEAR_DIRECT
swear,cock snot,SWEAR_DIRECT
swear,cock snot,SWEAR_DIRECT
swear,cock sucker,SWEAR_DIRECT
swear,cockass,SWEAR_DIRECT
swear,cockbite,SWEAR_DIRECT
swear,cockblock,SWEAR_DIRECT
swear,cockburger,SWEAR_DIRECT
swear,cockeye,SWEAR_DIRECT
swear,cockface,SWEAR_DIRECT
swear,cockfucker,SWEAR_DIRECT
swear,cockhead,SWEAR_DIRECT
swear,cockholster,SWEAR_DIRECT
swear,cockjockey,SWEAR_DIRECT
swear,cockknocker,SWEAR_DIRECT
swear,cockknoker,SWEAR_DIRECT
swear,Cocklump,SWEAR_DIRECT
swear,cockmaster,SWEAR_DIRECT
swear,cockmongler,SWEAR_DIRECT
swear,cockmongruel,SWEAR_DIRECT
swear,cockmonkey,SWEAR_DIRECT
swear,cockmunch,SWEAR_DIRECT
swear,cockmuncher,SWEAR_DIRECT
swear,cocknose,SWEAR_DIRECT
swear,cocknugget,SWEAR_DIRECT
swear,cocks,SWEAR_DIRECT
swear,cockshit,SWEAR_DIRECT
swear,cocksmith,SWEAR_DIRECT
swear,cocksmoke,SWEAR_DIRECT
swear,cocksmoker,SWEAR_DIRECT
swear,cocksniffer,SWEAR_DIRECT
swear,cocksuck,SWEAR_DIRECT
swear,cocksuck,SWEAR_DIRECT
swear,cocksucked,SWEAR_DIRECT
swear,cocksucked,SWEAR_DIRECT
swear,cocksucker,SWEAR_DIRECT
swear,cock-sucker,SWEAR_DIRECT
swear,cocksuckers,SWEAR_DIRECT
swear,cocksucking,SWEAR_DIRECT
swear,cocksucks,SWEAR_DIRECT
swear,cocksucks,SWEAR_DIRECT
swear,cocksuka,SWEAR_DIRECT
swear,cocksukka,SWEAR_DIRECT
swear,cockwaffle,SWEAR_DIRECT
swear,coffin dodger,SWEAR_DIRECT
swear,coital,SWEAR_DIRECT
swear,cok,SWEAR_DIRECT
swear,cokmuncher,SWEAR_DIRECT
swear,coksucka,SWEAR_DIRECT
swear,commie,SWEAR_DIRECT
swear,condom,SWEAR_DIRECT
swear,coochie,SWEAR_DIRECT
swear,coochy,SWEAR_DIRECT
swear,coon,SWEAR_DIRECT
swear,coonnass,SWEAR_DIRECT
swear,coons,SWEAR_DIRECT
swear,cooter,SWEAR_DIRECT
swear,cop some wood,SWEAR_DIRECT
swear,cop some wood,SWEAR_DIRECT
swear,coprolagnia,SWEAR_DIRECT
swear,coprophilia,SWEAR_DIRECT
swear,corksucker,SWEAR_DIRECT
swear,cornhole,SWEAR_DIRECT
swear,cornhole,SWEAR_DIRECT
swear,corp whore,SWEAR_DIRECT
swear,corp whore,SWEAR_DIRECT
swear,corpulent,SWEAR_DIRECT
swear,cox,SWEAR_DIRECT
swear,crabs,SWEAR_DIRECT
swear,crack,SWEAR_DIRECT
swear,cracker,SWEAR_DIRECT
swear,crackwhore,SWEAR_DIRECT
swear,crap,SWEAR_DIRECT
swear,crappy,SWEAR_DIRECT
swear,creampie,SWEAR_DIRECT
swear,cretin,SWEAR_DIRECT
swear,crikey,SWEAR_DIRECT
swear,cripple,SWEAR_DIRECT
swear,crotte,SWEAR_DIRECT
swear,cum,SWEAR_DIRECT
swear,cum chugger,SWEAR_DIRECT
swear,cum chugger,SWEAR_DIRECT
swear,cum dumpster,SWEAR_DIRECT
swear,cum dumpster,SWEAR_DIRECT
swear,cum freak,SWEAR_DIRECT
swear,cum freak,SWEAR_DIRECT
swear,cum guzzler,SWEAR_DIRECT
swear,cum guzzler,SWEAR_DIRECT
swear,cumbubble,SWEAR_DIRECT
swear,cumdump,SWEAR_DIRECT
swear,cumdump,SWEAR_DIRECT
swear,cumdumpster,SWEAR_DIRECT
swear,cumguzzler,SWEAR_DIRECT
swear,cumjockey,SWEAR_DIRECT
swear,cummer,SWEAR_DIRECT
swear,cummin,SWEAR_DIRECT
swear,cumming,SWEAR_DIRECT
swear,cums,SWEAR_DIRECT
swear,cumshot,SWEAR_DIRECT
swear,cumshots,SWEAR_DIRECT
swear,cumslut,SWEAR_DIRECT
swear,cumstain,SWEAR_DIRECT
swear,cumtart,SWEAR_DIRECT
swear,cunilingus,SWEAR_DIRECT
swear,cunillingus,SWEAR_DIRECT
swear,cunnie,SWEAR_DIRECT
swear,cunnilingus,SWEAR_DIRECT
swear,cunny,SWEAR_DIRECT
swear,cunt,SWEAR_DIRECT
swear,c-u-n-t,SWEAR_DIRECT
swear,cunt hair,SWEAR_DIRECT
swear,cunt hair,SWEAR_DIRECT
swear,cuntass,SWEAR_DIRECT
swear,cuntbag,SWEAR_DIRECT
swear,cuntbag,SWEAR_DIRECT
swear,cuntface,SWEAR_DIRECT
swear,cunthole,SWEAR_DIRECT
swear,cunthunter,SWEAR_DIRECT
swear,cuntlick,SWEAR_DIRECT
swear,cuntlick,SWEAR_DIRECT
swear,cuntlicker,SWEAR_DIRECT
swear,cuntlicker,SWEAR_DIRECT
swear,cuntlicking,SWEAR_DIRECT
swear,cuntlicking,SWEAR_DIRECT
swear,cuntrag,SWEAR_DIRECT
swear,cunts,SWEAR_DIRECT
swear,cuntsicle,SWEAR_DIRECT
swear,cuntsicle,SWEAR_DIRECT
swear,cuntslut,SWEAR_DIRECT
swear,cunt-struck,SWEAR_DIRECT
swear,cunt-struck,SWEAR_DIRECT
swear,cus,SWEAR_DIRECT
swear,cut rope,SWEAR_DIRECT
swear,cut rope,SWEAR_DIRECT
swear,cyalis,SWEAR_DIRECT
swear,cyberfuc,SWEAR_DIRECT
swear,cyberfuck,SWEAR_DIRECT
swear,cyberfuck,SWEAR_DIRECT
swear,cyberfucked,SWEAR_DIRECT
swear,cyberfucked,SWEAR_DIRECT
swear,cyberfucker,SWEAR_DIRECT
swear,cyberfuckers,SWEAR_DIRECT
swear,cyberfucking,SWEAR_DIRECT
swear,cyberfucking,SWEAR_DIRECT
swear,d0ng,SWEAR_DIRECT
swear,d0uch3,SWEAR_DIRECT
swear,d0uche,SWEAR_DIRECT
swear,d1ck,SWEAR_DIRECT
swear,d1ld0,SWEAR_DIRECT
swear,d1ldo,SWEAR_DIRECT
swear,dago,SWEAR_DIRECT
swear,dagos,SWEAR_DIRECT
swear,dammit,SWEAR_DIRECT
swear,damn,SWEAR_DIRECT
swear,damned,SWEAR_DIRECT
swear,damnit,SWEAR_DIRECT
swear,darkie,SWEAR_DIRECT
swear,darn,SWEAR_DIRECT
swear,date rape,SWEAR_DIRECT
swear,daterape,SWEAR_DIRECT
swear,dawgie-style,SWEAR_DIRECT
swear,deep throat,SWEAR_DIRECT
swear,deepthroat,SWEAR_DIRECT
swear,deggo,SWEAR_DIRECT
swear,dendrophilia,SWEAR_DIRECT
swear,dick,SWEAR_DIRECT
swear,dick head,SWEAR_DIRECT
swear,dick hole,SWEAR_DIRECT
swear,dick hole,SWEAR_DIRECT
swear,dick shy,SWEAR_DIRECT
swear,dick shy,SWEAR_DIRECT
swear,dickbag,SWEAR_DIRECT
swear,dickbeaters,SWEAR_DIRECT
swear,dickdipper,SWEAR_DIRECT
swear,dickface,SWEAR_DIRECT
swear,dickflipper,SWEAR_DIRECT
swear,dickfuck,SWEAR_DIRECT
swear,dickfucker,SWEAR_DIRECT
swear,dickhead,SWEAR_DIRECT
swear,dickheads,SWEAR_DIRECT
swear,dickhole,SWEAR_DIRECT
swear,dickish,SWEAR_DIRECT
swear,dick-ish,SWEAR_DIRECT
swear,dickjuice,SWEAR_DIRECT
swear,dickmilk,SWEAR_DIRECT
swear,dickmonger,SWEAR_DIRECT
swear,dickripper,SWEAR_DIRECT
swear,dicks,SWEAR_DIRECT
swear,dicksipper,SWEAR_DIRECT
swear,dickslap,SWEAR_DIRECT
swear,dick-sneeze,SWEAR_DIRECT
swear,dicksucker,SWEAR_DIRECT
