Key,Value
data_13_dialogue_133_turn_1_dm_n,213
data_13_dialogue_133_turn_1_dm_sp-act,init
data_13_dialogue_133_turn_1_dm_polarity,positive
data_13_dialogue_133_turn_1_dm_text,"
ok then
"
data_13_dialogue_134_turn_n,135
data_13_dialogue_134_turn_speaker,A
data_13_dialogue_134_turn_0_dm_n,214
data_13_dialogue_134_turn_0_dm_sp-act,init
data_13_dialogue_134_turn_0_dm_text,"
so
"
data_13_dialogue_134_turn_1_frag_n,215
data_13_dialogue_134_turn_1_frag_sp-act,thank
data_13_dialogue_134_turn_1_frag_mode,
data_13_dialogue_134_turn_1_frag_text,"
thank you for calling then
"
data_13_dialogue_135_turn_n,136
data_13_dialogue_135_turn_speaker,B
data_13_dialogue_135_turn_0_frag_n,216
data_13_dialogue_135_turn_0_frag_sp-act,thank
data_13_dialogue_135_turn_0_frag_mode,
data_13_dialogue_135_turn_0_frag_text,"
thank you
"
data_13_dialogue_136_turn_n,137
data_13_dialogue_136_turn_speaker,A
data_13_dialogue_136_turn_0_frag_n,217
data_13_dialogue_136_turn_0_frag_sp-act,bye
data_13_dialogue_136_turn_0_frag_polarity,positive
data_13_dialogue_136_turn_0_frag_topic,closing
data_13_dialogue_136_turn_0_frag_mode,farewell
data_13_dialogue_136_turn_0_frag_0_overlap_type,start
data_13_dialogue_136_turn_0_frag_0_overlap_text,
data_13_dialogue_137_turn_n,138
data_13_dialogue_137_turn_speaker,B
data_13_dialogue_137_turn_0_frag_n,218
data_13_dialogue_137_turn_0_frag_sp-act,bye
data_13_dialogue_137_turn_0_frag_polarity,positive
data_13_dialogue_137_turn_0_frag_topic,closing
data_13_dialogue_137_turn_0_frag_mode,farewell
data_13_dialogue_137_turn_0_frag_text,"
bye "
data_13_dialogue_137_turn_0_frag_0_overlap_type,end
data_13_dialogue_137_turn_0_frag_0_overlap_text,
data_14_dialogue_corpus,trainline
data_14_dialogue_id,15
data_14_dialogue_0_turn_n,1
data_14_dialogue_0_turn_speaker,A
data_14_dialogue_0_turn_0_frag_n,1
data_14_dialogue_0_turn_0_frag_sp-act,greet
data_14_dialogue_0_turn_0_frag_polarity,positive
data_14_dialogue_0_turn_0_frag_topic,opening
data_14_dialogue_0_turn_0_frag_mode,greet
data_14_dialogue_0_turn_0_frag_text,"
good afternoon
"
data_14_dialogue_0_turn_1_frag_n,2
data_14_dialogue_0_turn_1_frag_sp-act,identifySelf
data_14_dialogue_0_turn_1_frag_polarity,positive
data_14_dialogue_0_turn_1_frag_topic,intro
data_14_dialogue_0_turn_1_frag_mode,deixis
data_14_dialogue_0_turn_1_frag_text,"
Virgin trainlines Sandra speaking
"
data_14_dialogue_0_turn_2_q-wh_n,3
data_14_dialogue_0_turn_2_q-wh_sp-act,reqDirect
data_14_dialogue_0_turn_2_q-wh_polarity,positive
data_14_dialogue_0_turn_2_q-wh_topic,journey-preference
data_14_dialogue_0_turn_2_q-wh_mode,open
data_14_dialogue_0_turn_2_q-wh_text,"
for which journey do you wish to purchase a ticket
"
data_14_dialogue_1_turn_n,2
data_14_dialogue_1_turn_speaker,B
data_14_dialogue_1_turn_0_frag_n,4
data_14_dialogue_1_turn_0_frag_sp-act,direct
data_14_dialogue_1_turn_0_frag_polarity,positive
data_14_dialogue_1_turn_0_frag_topic,to-location-day-time
data_14_dialogue_1_turn_0_frag_mode,deixis-closure
data_14_dialogue_1_turn_0_frag_text,"
erm erm Warrington to London tomorrow morning on the 8 44
"
data_14_dialogue_2_turn_n,3
data_14_dialogue_2_turn_speaker,A
data_14_dialogue_2_turn_0_dm_n,5
data_14_dialogue_2_turn_0_dm_sp-act,init
data_14_dialogue_2_turn_0_dm_text,"
now
"
data_14_dialogue_2_turn_1_q-yn_n,6
data_14_dialogue_2_turn_1_q-yn_sp-act,reqInfo
data_14_dialogue_2_turn_1_q-yn_polarity,positive
data_14_dialogue_2_turn_1_q-yn_topic,creditcard
data_14_dialogue_2_turn_1_q-yn_mode,closed
data_14_dialogue_2_turn_1_q-yn_text,"
is it yourself that is the credit card holder
"
data_14_dialogue_3_turn_n,4
data_14_dialogue_3_turn_speaker,B
data_14_dialogue_3_turn_0_dm_n,7
data_14_dialogue_3_turn_0_dm_sp-act,pardon
data_14_dialogue_3_turn_0_dm_mode,regret
data_14_dialogue_3_turn_0_dm_text,"
sorry
"
data_14_dialogue_4_turn_n,5
data_14_dialogue_4_turn_speaker,A
data_14_dialogue_4_turn_0_q-yn_n,8
data_14_dialogue_4_turn_0_q-yn_sp-act,reqInfo
data_14_dialogue_4_turn_0_q-yn_polarity,positive
data_14_dialogue_4_turn_0_q-yn_topic,creditcard
data_14_dialogue_4_turn_0_q-yn_mode,closed
data_14_dialogue_4_turn_0_q-yn_text,"
do you hold a current credit or debit card
"
data_14_dialogue_5_turn_n,6
data_14_dialogue_5_turn_speaker,B
data_14_dialogue_5_turn_0_yes_n,9
data_14_dialogue_5_turn_0_yes_sp-act,answ
data_14_dialogue_5_turn_0_yes_text,"
yes
"
data_14_dialogue_5_turn_1_frag_n,10
data_14_dialogue_5_turn_1_frag_sp-act,answElab
data_14_dialogue_5_turn_1_frag_polarity,positive
data_14_dialogue_5_turn_1_frag_topic,booking
data_14_dialogue_5_turn_1_frag_mode,report-closure-closure
data_14_dialogue_5_turn_1_frag_text,"
the person i'm booking for does
"
data_14_dialogue_6_turn_n,7
data_14_dialogue_6_turn_speaker,A
data_14_dialogue_6_turn_0_dm_n,11
data_14_dialogue_6_turn_0_dm_sp-act,ackn
data_14_dialogue_6_turn_0_dm_polarity,positive
data_14_dialogue_6_turn_0_dm_text,"
ok "
data_14_dialogue_6_turn_0_dm_0_pause_text,
data_14_dialogue_6_turn_1_q-yn_n,12
data_14_dialogue_6_turn_1_q-yn_sp-act,reqInfo
data_14_dialogue_6_turn_1_q-yn_polarity,positive
data_14_dialogue_6_turn_1_q-yn_topic,journey-railcard
data_14_dialogue_6_turn_1_q-yn_mode,closed
data_14_dialogue_6_turn_1_q-yn_text,"
and does the person have a railcard who's travelling
"
data_14_dialogue_7_turn_n,8
data_14_dialogue_7_turn_speaker,B
data_14_dialogue_7_turn_0_dm_n,13
data_14_dialogue_7_turn_0_dm_sp-act,expressRegret
data_14_dialogue_7_turn_0_dm_mode,regret
data_14_dialogue_7_turn_0_dm_text,"
sorry
"
data_14_dialogue_7_turn_1_yes_n,14
data_14_dialogue_7_turn_1_yes_sp-act,answ
data_14_dialogue_7_turn_1_yes_text,"
yes
"
data_14_dialogue_7_turn_2_decl_n,15
data_14_dialogue_7_turn_2_decl_sp-act,answElab
data_14_dialogue_7_turn_2_decl_polarity,positive
data_14_dialogue_7_turn_2_decl_topic,
data_14_dialogue_7_turn_2_decl_mode,closure
data_14_dialogue_7_turn_2_decl_text,"
i've already spoken to somebody earlier
"
data_14_dialogue_7_turn_3_decl_n,16
data_14_dialogue_7_turn_3_decl_sp-act,answElab
data_14_dialogue_7_turn_3_decl_polarity,positive
data_14_dialogue_7_turn_3_decl_topic,railcard
data_14_dialogue_7_turn_3_decl_mode,
data_14_dialogue_7_turn_3_decl_text,"
he has a a family railcard
"
data_14_dialogue_8_turn_n,9
data_14_dialogue_8_turn_speaker,A
data_14_dialogue_8_turn_0_q-wh_n,17
data_14_dialogue_8_turn_0_q-wh_sp-act,reqInfo
data_14_dialogue_8_turn_0_q-wh_polarity,positive
data_14_dialogue_8_turn_0_q-wh_topic,number-journey
data_14_dialogue_8_turn_0_q-wh_mode,open
data_14_dialogue_8_turn_0_q-wh_text,"
and how many people's travelling
"
data_14_dialogue_9_turn_n,10
data_14_dialogue_9_turn_speaker,B
data_14_dialogue_9_turn_0_frag_n,18
data_14_dialogue_9_turn_0_frag_sp-act,answ
data_14_dialogue_9_turn_0_frag_polarity,positive
data_14_dialogue_9_turn_0_frag_topic,fare
data_14_dialogue_9_turn_0_frag_mode,closure
data_14_dialogue_9_turn_0_frag_text,"
5 adults and 4 children "
data_14_dialogue_9_turn_0_frag_0_pause_text,
data_14_dialogue_9_turn_1_frag_n,19
data_14_dialogue_9_turn_1_frag_sp-act,inform
data_14_dialogue_9_turn_1_frag_text,"
 "
data_14_dialogue_9_turn_1_frag_0_unclear_length,5 syllables
data_14_dialogue_9_turn_1_frag_0_unclear_text,
data_14_dialogue_9_turn_1_frag_1_pause_text,
data_14_dialogue_9_turn_2_decl_n,20
data_14_dialogue_9_turn_2_decl_sp-act,inform
data_14_dialogue_9_turn_2_decl_polarity,positive
data_14_dialogue_9_turn_2_decl_topic,fare
data_14_dialogue_9_turn_2_decl_mode,
data_14_dialogue_9_turn_2_decl_text,"
the rest of the adults pay 30 pounds 70
"
data_14_dialogue_9_turn_3_decl_n,21
data_14_dialogue_9_turn_3_decl_sp-act,inform
data_14_dialogue_9_turn_3_decl_polarity,positive
data_14_dialogue_9_turn_3_decl_topic,fare
data_14_dialogue_9_turn_3_decl_mode,
data_14_dialogue_9_turn_3_decl_text,"
and it's "
data_14_dialogue_9_turn_3_decl_0_unclear_length,2 syllables
data_14_dialogue_9_turn_3_decl_0_unclear_text,
data_14_dialogue_9_turn_3_decl_1_pause_text,
data_14_dialogue_9_turn_4_q-yn_n,22
data_14_dialogue_9_turn_4_q-yn_sp-act,reqInfo
data_14_dialogue_9_turn_4_q-yn_polarity,positive
data_14_dialogue_9_turn_4_q-yn_topic,
data_14_dialogue_9_turn_4_q-yn_mode,closed
data_14_dialogue_9_turn_4_q-yn_text,"
is that right
"
data_14_dialogue_10_turn_n,11
data_14_dialogue_10_turn_speaker,A
data_14_dialogue_10_turn_0_dm_n,23
data_14_dialogue_10_turn_0_dm_sp-act,answ
data_14_dialogue_10_turn_0_dm_polarity,positive
data_14_dialogue_10_turn_0_dm_text,"
right
"
data_14_dialogue_10_turn_1_dm_n,24
data_14_dialogue_10_turn_1_dm_sp-act,init
data_14_dialogue_10_turn_1_dm_text,"
now
"
data_14_dialogue_10_turn_2_q-wh_n,25
data_14_dialogue_10_turn_2_q-wh_sp-act,reqInfo
data_14_dialogue_10_turn_2_q-wh_polarity,positive
data_14_dialogue_10_turn_2_q-wh_topic,day-time
data_14_dialogue_10_turn_2_q-wh_mode,open
data_14_dialogue_10_turn_2_q-wh_text,"
what time tomorrow
"
data_14_dialogue_10_turn_3_decl_n,26
data_14_dialogue_10_turn_3_decl_sp-act,confirm
data_14_dialogue_10_turn_3_decl_polarity,positive
data_14_dialogue_10_turn_3_decl_topic,time
data_14_dialogue_10_turn_3_decl_mode,
data_14_dialogue_10_turn_3_decl_text,"
 you said 1 44
"
data_14_dialogue_11_turn_n,12
data_14_dialogue_11_turn_speaker,B
data_14_dialogue_11_turn_0_yes_n,27
data_14_dialogue_11_turn_0_yes_sp-act,answ
data_14_dialogue_11_turn_0_yes_mode,closure
data_14_dialogue_11_turn_0_yes_text,"
er yes "
data_14_dialogue_11_turn_0_yes_0_pause_text,
data_14_dialogue_11_turn_1_frag_n,28
data_14_dialogue_11_turn_1_frag_sp-act,inform
data_14_dialogue_11_turn_1_frag_polarity,positive
data_14_dialogue_11_turn_1_frag_topic,time-arrival
data_14_dialogue_11_turn_1_frag_mode,
data_14_dialogue_11_turn_1_frag_text,"
arriving at 11 15
"
data_14_dialogue_12_turn_n,13
data_14_dialogue_12_turn_speaker,A
data_14_dialogue_12_turn_0_dm_n,29
data_14_dialogue_12_turn_0_dm_sp-act,init
data_14_dialogue_12_turn_0_dm_0_pause_length,7s
data_14_dialogue_12_turn_0_dm_0_pause_text,
data_14_dialogue_12_turn_1_decl_n,30
data_14_dialogue_12_turn_1_decl_sp-act,informIntent
data_14_dialogue_12_turn_1_decl_polarity,positive
data_14_dialogue_12_turn_1_decl_topic,time-journey
data_14_dialogue_12_turn_1_decl_mode,intent-constrain-report
data_14_dialogue_12_turn_1_decl_text,"
i'm going to have to arrange for the person to collect the tickets at the train station
"
data_14_dialogue_12_turn_2_dm_n,31
data_14_dialogue_12_turn_2_dm_sp-act,init
data_14_dialogue_12_turn_2_dm_text,"
so
"
data_14_dialogue_12_turn_3_decl_n,32
data_14_dialogue_12_turn_3_decl_sp-act,hold
data_14_dialogue_12_turn_3_decl_polarity,positive
data_14_dialogue_12_turn_3_decl_topic,hold
data_14_dialogue_12_turn_3_decl_mode,condition-manage
data_14_dialogue_12_turn_3_decl_text,"
if you just bear with me
"
data_14_dialogue_12_turn_4_decl_n,33
data_14_dialogue_12_turn_4_decl_sp-act,informIntent
data_14_dialogue_12_turn_4_decl_polarity,positive
data_14_dialogue_12_turn_4_decl_topic,booking
data_14_dialogue_12_turn_4_decl_mode,intent
data_14_dialogue_12_turn_4_decl_text,"
i'm just going to get a booking form to fill in refax to the train station
"
data_14_dialogue_13_turn_n,14
data_14_dialogue_13_turn_speaker,B
data_14_dialogue_13_turn_0_dm_n,34
data_14_dialogue_13_turn_0_dm_sp-act,ackn
data_14_dialogue_13_turn_0_dm_polarity,positive
data_14_dialogue_13_turn_0_dm_text,"
ok
"
data_14_dialogue_13_turn_1_frag_n,35
data_14_dialogue_13_turn_1_frag_sp-act,thank
data_14_dialogue_13_turn_1_frag_mode,
data_14_dialogue_13_turn_1_frag_text,"
thanks
"
data_14_dialogue_14_turn_n,15
data_14_dialogue_14_turn_speaker,A
data_14_dialogue_14_turn_0_dm_n,36
data_14_dialogue_14_turn_0_dm_sp-act,init
data_14_dialogue_14_turn_0_dm_0_pause_length,6s
data_14_dialogue_14_turn_0_dm_0_pause_text,
data_14_dialogue_14_turn_1_q-wh_n,37
data_14_dialogue_14_turn_1_q-wh_sp-act,reqInfo
data_14_dialogue_14_turn_1_q-wh_polarity,positive
data_14_dialogue_14_turn_1_q-wh_topic,time-return
data_14_dialogue_14_turn_1_q-wh_mode,open
data_14_dialogue_14_turn_1_q-wh_text,"
when is it they're returning
"
data_14_dialogue_15_turn_n,16
data_14_dialogue_15_turn_speaker,B
data_14_dialogue_15_turn_0_dm_n,38
data_14_dialogue_15_turn_0_dm_sp-act,pardon
data_14_dialogue_15_turn_0_dm_mode,regret
data_14_dialogue_15_turn_0_dm_text,"
sorry
"
data_14_dialogue_16_turn_n,17
data_14_dialogue_16_turn_speaker,A
data_14_dialogue_16_turn_0_q-wh_n,39
data_14_dialogue_16_turn_0_q-wh_sp-act,reqInfo
data_14_dialogue_16_turn_0_q-wh_polarity,positive
data_14_dialogue_16_turn_0_q-wh_topic,time-return
data_14_dialogue_16_turn_0_q-wh_mode,open
data_14_dialogue_16_turn_0_q-wh_text,"
when is it they're returning
"
data_14_dialogue_17_turn_n,18
data_14_dialogue_17_turn_speaker,B
data_14_dialogue_17_turn_0_frag_n,40
data_14_dialogue_17_turn_0_frag_sp-act,answ
data_14_dialogue_17_turn_0_frag_polarity,positive
data_14_dialogue_17_turn_0_frag_topic,day
data_14_dialogue_17_turn_0_frag_mode,deixis-closure
data_14_dialogue_17_turn_0_frag_text,"
Sunday "
data_14_dialogue_17_turn_0_frag_0_pause_text,
data_14_dialogue_17_turn_1_frag_n,41
data_14_dialogue_17_turn_1_frag_sp-act,answElab
data_14_dialogue_17_turn_1_frag_polarity,positive
data_14_dialogue_17_turn_1_frag_topic,enum
data_14_dialogue_17_turn_1_frag_mode,deixis
data_14_dialogue_17_turn_1_frag_text,"
on the 15 35
"
data_14_dialogue_18_turn_n,19
data_14_dialogue_18_turn_speaker,A
data_14_dialogue_18_turn_0_q-wh_n,42
data_14_dialogue_18_turn_0_q-wh_sp-act,reqInfo
data_14_dialogue_18_turn_0_q-wh_polarity,positive
data_14_dialogue_18_turn_0_q-wh_topic,day-time
data_14_dialogue_18_turn_0_q-wh_mode,open
data_14_dialogue_18_turn_0_q-wh_0_pause_length,2s
data_14_dialogue_18_turn_0_q-wh_0_pause_text,
data_14_dialogue_19_turn_n,20
data_14_dialogue_19_turn_speaker,B
data_14_dialogue_19_turn_0_frag_n,43
data_14_dialogue_19_turn_0_frag_sp-act,answ
data_14_dialogue_19_turn_0_frag_polarity,positive
data_14_dialogue_19_turn_0_frag_topic,enum
data_14_dialogue_19_turn_0_frag_mode,closure
data_14_dialogue_19_turn_0_frag_text,"
15 35
"
data_14_dialogue_20_turn_n,21
data_14_dialogue_20_turn_speaker,A
data_14_dialogue_20_turn_0_decl_n,44
data_14_dialogue_20_turn_0_decl_sp-act,confirm
data_14_dialogue_20_turn_0_decl_polarity,positive
data_14_dialogue_20_turn_0_decl_topic,day
data_14_dialogue_20_turn_0_decl_mode,
data_14_dialogue_20_turn_0_decl_0_pause_length,7s
data_14_dialogue_20_turn_0_decl_0_pause_text,
data_14_dialogue_21_turn_n,22
data_14_dialogue_21_turn_speaker,B
data_14_dialogue_21_turn_0_yes_n,45
data_14_dialogue_21_turn_0_yes_sp-act,ackn
data_14_dialogue_21_turn_0_yes_0_pause_text,
data_14_dialogue_22_turn_n,23
data_14_dialogue_22_turn_speaker,A
data_14_dialogue_22_turn_0_dm_n,46
data_14_dialogue_22_turn_0_dm_sp-act,init
data_14_dialogue_22_turn_0_dm_0_pause_length,19s
data_14_dialogue_22_turn_0_dm_0_pause_text,
data_14_dialogue_22_turn_1_decl_n,47
data_14_dialogue_22_turn_1_decl_sp-act,inform
data_14_dialogue_22_turn_1_decl_polarity,positive
data_14_dialogue_22_turn_1_decl_topic,arrival-location-day-time-from
data_14_dialogue_22_turn_1_decl_mode,
data_14_dialogue_22_turn_1_decl_text,"
the 15 35 on Sunday from Euston arrives back in Warrington Bank Quay at 18 03
"
data_14_dialogue_23_turn_n,24
data_14_dialogue_23_turn_speaker,B
data_14_dialogue_23_turn_0_frag_n,48
data_14_dialogue_23_turn_0_frag_sp-act,echo
data_14_dialogue_23_turn_0_frag_polarity,positive
data_14_dialogue_23_turn_0_frag_topic,enum
data_14_dialogue_23_turn_0_frag_mode,
data_14_dialogue_23_turn_0_frag_text,"
18 03
"
data_14_dialogue_24_turn_n,25
data_14_dialogue_24_turn_speaker,A
data_14_dialogue_24_turn_0_decl_n,49
data_14_dialogue_24_turn_0_decl_sp-act,inform
data_14_dialogue_24_turn_0_decl_polarity,positive
data_14_dialogue_24_turn_0_decl_topic,day
data_14_dialogue_24_turn_0_decl_mode,
data_14_dialogue_24_turn_0_decl_text,"
then the outward service tomorrow in 8 34 arrives at London 11 15
"
data_14_dialogue_25_turn_n,26
data_14_dialogue_25_turn_speaker,B
data_14_dialogue_25_turn_0_yes_n,50
data_14_dialogue_25_turn_0_yes_sp-act,ackn
data_14_dialogue_25_turn_0_yes_text,"
yeah
"
data_14_dialogue_25_turn_1_frag_n,51
data_14_dialogue_25_turn_1_frag_sp-act,uninterpretable
data_14_dialogue_25_turn_1_frag_polarity,positive
data_14_dialogue_25_turn_1_frag_topic,
data_14_dialogue_25_turn_1_frag_mode,
data_14_dialogue_25_turn_1_frag_0_pause_text,
data_14_dialogue_25_turn_1_frag_1_unclear_length,1 syllable
data_14_dialogue_25_turn_1_frag_1_unclear_text,
data_14_dialogue_26_turn_n,27
data_14_dialogue_26_turn_speaker,A
data_14_dialogue_26_turn_0_dm_n,52
data_14_dialogue_26_turn_0_dm_sp-act,init
data_14_dialogue_26_turn_0_dm_0_pause_length,3s
data_14_dialogue_26_turn_0_dm_0_pause_text,
data_14_dialogue_26_turn_1_decl_n,53
data_14_dialogue_26_turn_1_decl_sp-act,confirm
data_14_dialogue_26_turn_1_decl_polarity,positive
data_14_dialogue_26_turn_1_decl_topic,enum-railcard
data_14_dialogue_26_turn_1_decl_mode,
data_14_dialogue_26_turn_1_decl_text,"
it's 4 adults and 4 children on 6 family railcard
"
data_14_dialogue_27_turn_n,28
data_14_dialogue_27_turn_speaker,B
data_14_dialogue_27_turn_0_no_n,54
data_14_dialogue_27_turn_0_no_sp-act,negate
data_14_dialogue_27_turn_0_no_text,"
no
"
data_14_dialogue_27_turn_1_frag_n,55
data_14_dialogue_27_turn_1_frag_sp-act,correct
data_14_dialogue_27_turn_1_frag_polarity,positive
data_14_dialogue_27_turn_1_frag_topic,enum
data_14_dialogue_27_turn_1_frag_mode,
data_14_dialogue_27_turn_1_frag_text,"
5 adults 4 children
"
data_14_dialogue_28_turn_n,29
data_14_dialogue_28_turn_speaker,A
data_14_dialogue_28_turn_0_decl_n,56
data_14_dialogue_28_turn_0_decl_sp-act,inform
data_14_dialogue_28_turn_0_decl_polarity,positive
data_14_dialogue_28_turn_0_decl_topic,enum
data_14_dialogue_28_turn_0_decl_mode,poss2-constrain
data_14_dialogue_28_turn_0_decl_0_pause_text,
data_14_dialogue_29_turn_n,30
data_14_dialogue_29_turn_speaker,B
data_14_dialogue_29_turn_0_yes_n,57
data_14_dialogue_29_turn_0_yes_sp-act,ackn
data_14_dialogue_29_turn_0_yes_text,"
yeah
"
data_14_dialogue_29_turn_1_decl_n,58
data_14_dialogue_29_turn_1_decl_sp-act,inform
data_14_dialogue_29_turn_1_decl_polarity,positive
data_14_dialogue_29_turn_1_decl_topic,fare
data_14_dialogue_29_turn_1_decl_mode,exists-constrain
data_14_dialogue_29_turn_1_decl_text,"
but then there's the "
data_14_dialogue_29_turn_1_decl_0_unclear_length,1 syllable
data_14_dialogue_29_turn_1_decl_0_unclear_text,
data_14_dialogue_29_turn_1_decl_1_unclear_length,2 syllables
data_14_dialogue_29_turn_1_decl_1_unclear_text,
data_14_dialogue_29_turn_2_q-yn_n,59
data_14_dialogue_29_turn_2_q-yn_sp-act,reqInfo
data_14_dialogue_29_turn_2_q-yn_polarity,positive
data_14_dialogue_29_turn_2_q-yn_topic,
data_14_dialogue_29_turn_2_q-yn_mode,closed
data_14_dialogue_29_turn_2_q-yn_text,"
is that right
"
data_14_dialogue_30_turn_n,31
data_14_dialogue_30_turn_speaker,A
data_14_dialogue_30_turn_0_yes_n,60
data_14_dialogue_30_turn_0_yes_sp-act,answ
data_14_dialogue_30_turn_0_yes_0_pause_text,
data_14_dialogue_30_turn_1_frag_n,61
data_14_dialogue_30_turn_1_frag_sp-act,refer
data_14_dialogue_30_turn_1_frag_polarity,positive
data_14_dialogue_30_turn_1_frag_topic,
data_14_dialogue_30_turn_1_frag_mode,closure
data_14_dialogue_30_turn_1_frag_text,"
they "
data_14_dialogue_30_turn_1_frag_0_pause_text,
data_14_dialogue_30_turn_1_frag_1_pause_text,
data_14_dialogue_30_turn_2_decl_n,62
data_14_dialogue_30_turn_2_decl_sp-act,inform
data_14_dialogue_30_turn_2_decl_polarity,positive
data_14_dialogue_30_turn_2_decl_topic,enum-railcard
data_14_dialogue_30_turn_2_decl_mode,
data_14_dialogue_30_turn_2_decl_text,"
4 of them will go on the railcard
"
data_14_dialogue_30_turn_3_decl_n,63
data_14_dialogue_30_turn_3_decl_sp-act,inform-disc
data_14_dialogue_30_turn_3_decl_polarity,positive
data_14_dialogue_30_turn_3_decl_topic,number-fare
data_14_dialogue_30_turn_3_decl_mode,constrain
data_14_dialogue_30_turn_3_decl_text,"
one'll have to pay a normal fare  "
data_14_dialogue_30_turn_3_decl_0_overlap_type,start
data_14_dialogue_30_turn_3_decl_0_overlap_text,
data_14_dialogue_31_turn_n,32
data_14_dialogue_31_turn_speaker,B
data_14_dialogue_31_turn_0_yes_n,64
data_14_dialogue_31_turn_0_yes_sp-act,ackn
data_14_dialogue_31_turn_0_yes_text,"
yeah "
data_14_dialogue_31_turn_0_yes_0_overlap_type,end
data_14_dialogue_31_turn_0_yes_0_overlap_text,
data_14_dialogue_32_turn_n,33
data_14_dialogue_32_turn_speaker,A
data_14_dialogue_32_turn_0_frag_n,65
data_14_dialogue_32_turn_0_frag_sp-act,inform-cont
data_14_dialogue_32_turn_0_frag_polarity,positive
data_14_dialogue_32_turn_0_frag_topic,fare
data_14_dialogue_32_turn_0_frag_mode,
data_14_dialogue_32_turn_0_frag_text,"
pounds fifty
"
data_14_dialogue_33_turn_n,34
data_14_dialogue_33_turn_speaker,B
data_14_dialogue_33_turn_0_decl_n,66
data_14_dialogue_33_turn_0_decl_sp-act,accept
data_14_dialogue_33_turn_0_decl_polarity,positive
data_14_dialogue_33_turn_0_decl_topic,
data_14_dialogue_33_turn_0_decl_mode,reassurance
data_14_dialogue_33_turn_0_decl_text,"
that's right
"
data_14_dialogue_34_turn_n,35
data_14_dialogue_34_turn_speaker,A
data_14_dialogue_34_turn_0_dm_n,67
data_14_dialogue_34_turn_0_dm_sp-act,init
data_14_dialogue_34_turn_0_dm_text,"
so
"
data_14_dialogue_34_turn_1_decl_n,68
data_14_dialogue_34_turn_1_decl_sp-act,confirm
data_14_dialogue_34_turn_1_decl_polarity,positive
data_14_dialogue_34_turn_1_decl_topic,enum-railcard
data_14_dialogue_34_turn_1_decl_mode,
data_14_dialogue_34_turn_1_decl_text,"
it's 4 adults and 4 children with the family railcard discount
"
data_14_dialogue_35_turn_n,36
data_14_dialogue_35_turn_speaker,B
data_14_dialogue_35_turn_0_yes_n,69
data_14_dialogue_35_turn_0_yes_sp-act,ackn
data_14_dialogue_35_turn_0_yes_text,"
yes
"
data_14_dialogue_36_turn_n,37
data_14_dialogue_36_turn_speaker,A
data_14_dialogue_36_turn_0_decl_n,70
data_14_dialogue_36_turn_0_decl_sp-act,inform
data_14_dialogue_36_turn_0_decl_polarity,positive
data_14_dialogue_36_turn_0_decl_topic,number-fare
data_14_dialogue_36_turn_0_decl_mode,
data_14_dialogue_36_turn_0_decl_text,"
and the total cost is going to be 155 pounds for the four adults and four children
"
data_14_dialogue_37_turn_n,38
data_14_dialogue_37_turn_speaker,B
data_14_dialogue_37_turn_0_dm_n,71
data_14_dialogue_37_turn_0_dm_sp-act,ackn
data_14_dialogue_37_turn_0_dm_polarity,positive
data_14_dialogue_37_turn_0_dm_text,"
right
"
data_14_dialogue_38_turn_n,39
data_14_dialogue_38_turn_speaker,A
data_14_dialogue_38_turn_0_decl_n,72
data_14_dialogue_38_turn_0_decl_sp-act,informIntent
data_14_dialogue_38_turn_0_decl_polarity,positive
data_14_dialogue_38_turn_0_decl_topic,number-booking
data_14_dialogue_38_turn_0_decl_mode,intent
data_14_dialogue_38_turn_0_decl_0_pause_length,6s
data_14_dialogue_38_turn_0_decl_0_pause_text,
data_14_dialogue_39_turn_n,40
data_14_dialogue_39_turn_speaker,B
data_14_dialogue_39_turn_0_frag_n,73
data_14_dialogue_39_turn_0_frag_sp-act,complete
data_14_dialogue_39_turn_0_frag_polarity,positive
data_14_dialogue_39_turn_0_frag_topic,
data_14_dialogue_39_turn_0_frag_mode,
data_14_dialogue_39_turn_0_frag_0_pause_text,
data_14_dialogue_40_turn_n,41
data_14_dialogue_40_turn_speaker,A
data_14_dialogue_40_turn_0_yes_n,74
data_14_dialogue_40_turn_0_yes_sp-act,ackn
data_14_dialogue_40_turn_0_yes_text,"
yeah "
data_14_dialogue_40_turn_0_yes_0_pause_length,7s
data_14_dialogue_40_turn_0_yes_0_pause_text,
data_14_dialogue_40_turn_1_dm_n,75
data_14_dialogue_40_turn_1_dm_sp-act,init
data_14_dialogue_40_turn_1_dm_text,"
now
"
data_14_dialogue_40_turn_2_decl_n,76
data_14_dialogue_40_turn_2_decl_sp-act,hold
data_14_dialogue_40_turn_2_decl_polarity,positive
data_14_dialogue_40_turn_2_decl_topic,hold
data_14_dialogue_40_turn_2_decl_mode,condition-manage
data_14_dialogue_40_turn_2_decl_text,"
if you just bear with me
"
data_14_dialogue_40_turn_3_decl_n,77
data_14_dialogue_40_turn_3_decl_sp-act,inform
data_14_dialogue_40_turn_3_decl_polarity,positive
data_14_dialogue_40_turn_3_decl_topic,number-journey
data_14_dialogue_40_turn_3_decl_mode,reason-constrain
data_14_dialogue_40_turn_3_decl_text,"
we need to actually fill out the form twice because it's classed as two separate journeys "
data_14_dialogue_40_turn_3_decl_0_pause_text,
data_14_dialogue_40_turn_4_frag_n,78
data_14_dialogue_40_turn_4_frag_sp-act,inform
