Call_ID,Speaker,Conversation,Start,End,ConversationLower,ConversationLowerJoin,ConversationLowerJoinContracts,ConversationLowerJoinContractsNums,ConversationLowerJoinContractsNumsNoPunct,ConversationLowerJoinContractsNumsNoPunctTokens,ConversationLowerJoinContractsNumsNoPunctTokensSpell,ConversationLowerJoinContractsNumsNoPunctTokensSpellStem,ConversationLowerJoinContractsNumsNoPunctTokensSpellLemma,ConversationLowerJoinContractsNumsNoPunctTokensSpellNoStop,ConversationLowerJoinContractsNumsNoPunctTokensSpellLemmaNoStop
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,Would you remember,99,102,would you remember,would you remember,would you remember,would you remember,would you remember,"['would', 'you', 'remember']","['would', 'you', 'remember']","['would', 'you', 'rememb']","['would', 'you', 'remember']","['would', 'remember']","['would', 'remember']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,Costs,103,104,costs,costs,costs,costs,costs,['costs'],['costs'],['cost'],['cost'],['costs'],['cost']
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,Anti-associate at vikos.com,112,113,anti-associate at vikos.com,anti associate at vikos.com,anti associate at vikos.com,anti associate at #,anti associate at,"['anti', 'associate', 'at']","['anti', 'associate', 'at']","['anti', 'associ', 'at']","['anti', 'associate', 'at']","['anti', 'associate']","['anti', 'associate']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,Thank you and your residential address please,114,118,thank you and your residential address please,thank you and your residential address please,thank you and your residential address please,thank you and your residential address please,thank you and your residential address please,"['thank', 'you', 'and', 'your', 'residential', 'address', 'please']","['thank', 'you', 'and', 'your', 'residential', 'address', 'please']","['thank', 'you', 'and', 'your', 'residenti', 'address', 'pleas']","['thank', 'you', 'and', 'your', 'residential', 'address', 'please']","['thank', 'residential', 'address', 'please']","['thank', 'residential', 'address', 'please']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,I've got.,119,124,i've got.,i've got.,i have got.,i have #,i have,"['i', 'have']","['i', 'have']","['i', 'have']","['i', 'have']",[],[]
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,umm 120 collin street melbourne.,131,134,umm 120 collin street melbourne.,umm 120 collin street melbourne.,umm 120 collin street melbourne.,umm # collin street #,umm  collin street,"['umm', 'collin', 'street']","['umm', 'collin', 'street']","['umm', 'collin', 'street']","['umm', 'collin', 'street']","['umm', 'collin', 'street']","['umm', 'collin', 'street']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,Thank you so much and how can help you today andrew.,135,136,thank you so much and how can help you today andrew.,thank you so much and how can help you today andrew.,thank you so much and how can help you today andrew.,thank you so much and how can help you today #,thank you so much and how can help you today,"['thank', 'you', 'so', 'much', 'and', 'how', 'can', 'help', 'you', 'today']","['thank', 'you', 'so', 'much', 'and', 'how', 'can', 'help', 'you', 'today']","['thank', 'you', 'so', 'much', 'and', 'how', 'can', 'help', 'you', 'today']","['thank', 'you', 'so', 'much', 'and', 'how', 'can', 'help', 'you', 'today']","['thank', 'much', 'help', 'today']","['thank', 'much', 'help', 'today']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,I called up last month because my card was going to expire in a few weeks and they said that we're gonna reissue my card the card to my my collin street address.,137,139,i called up last month because my card was going to expire in a few weeks and they said that we're gonna reissue my card the card to my my collin street address.,i called up last month because my card was going to expire in a few weeks and they said that we're gonna reissue my card the card to my my collin street address.,i called up last month because my card was going to expire in a few weeks and they said that we are gonna reissue my card the card to my my collin street address.,i called up last month because my card was going to expire in a few weeks and they said that we are gonna reissue my card the card to my my collin street #,i called up last month because my card was going to expire in a few weeks and they said that we are gonna reissue my card the card to my my collin street,"['i', 'called', 'up', 'last', 'month', 'because', 'my', 'card', 'was', 'going', 'to', 'expire', 'in', 'a', 'few', 'weeks', 'and', 'they', 'said', 'that', 'we', 'are', 'gonna', 'reissue', 'my', 'card', 'the', 'card', 'to', 'my', 'my', 'collin', 'street']","['i', 'called', 'up', 'last', 'month', 'because', 'my', 'card', 'was', 'going', 'to', 'expire', 'in', 'a', 'few', 'weeks', 'and', 'they', 'said', 'that', 'we', 'are', 'gonna', 'reissue', 'my', 'card', 'the', 'card', 'to', 'my', 'my', 'collin', 'street']","['i', 'call', 'up', 'last', 'month', 'becaus', 'my', 'card', 'wa', 'go', 'to', 'expir', 'in', 'a', 'few', 'week', 'and', 'they', 'said', 'that', 'we', 'are', 'gonna', 'reissu', 'my', 'card', 'the', 'card', 'to', 'my', 'my', 'collin', 'street']","['i', 'call', 'up', 'last', 'month', 'because', 'my', 'card', 'be', 'go', 'to', 'expire', 'in', 'a', 'few', 'weeks', 'and', 'they', 'say', 'that', 'we', 'be', 'gonna', 'reissue', 'my', 'card', 'the', 'card', 'to', 'my', 'my', 'collin', 'street']","['called', 'last', 'month', 'card', 'going', 'expire', 'weeks', 'said', 'gonna', 'reissue', 'card', 'card', 'collin', 'street']","['call', 'last', 'month', 'card', 'go', 'expire', 'weeks', 'say', 'gonna', 'reissue', 'card', 'card', 'collin', 'street']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,Yeah but it hasn't turned up and this card is now expired.,140,144,yeah but it hasn't turned up and this card is now expired.,yeah but it hasn't turned up and this card is now expired.,yeah but it has not turned up and this card is now expired.,yeah but it has not turned up and this card is now #,yeah but it has not turned up and this card is now,"['yeah', 'but', 'it', 'has', 'not', 'turned', 'up', 'and', 'this', 'card', 'is', 'now']","['yeah', 'but', 'it', 'has', 'not', 'turned', 'up', 'and', 'this', 'card', 'is', 'now']","['yeah', 'but', 'it', 'ha', 'not', 'turn', 'up', 'and', 'thi', 'card', 'is', 'now']","['yeah', 'but', 'it', 'have', 'not', 'turn', 'up', 'and', 'this', 'card', 'be', 'now']","['yeah', 'turned', 'card']","['yeah', 'turn', 'card']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,I'm wondering where.,145,149,i'm wondering where.,i'm wondering where.,i am wondering where.,i am wondering #,i am wondering,"['i', 'am', 'wondering']","['i', 'am', 'wondering']","['i', 'am', 'wonder']","['i', 'be', 'wonder']",['wondering'],['wonder']
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,-hope didn't go to an old address,150,154,-hope didn't go to an old address, hope didn't go to an old address, hope did not go to an old address, hope did not go to an old address,hope did not go to an old address,"['hope', 'did', 'not', 'go', 'to', 'an', 'old', 'address']","['hope', 'did', 'not', 'go', 'to', 'an', 'old', 'address']","['hope', 'did', 'not', 'go', 'to', 'an', 'old', 'address']","['hope', 'do', 'not', 'go', 'to', 'an', 'old', 'address']","['hope', 'go', 'old', 'address']","['hope', 'go', 'old', 'address']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,ummm,155,158,ummm,ummm,ummm,ummm,ummm,['ummm'],['mmm'],['mmm'],['mmm'],['mmm'],['mmm']
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,I can see you were being issued for a new card into first of August however I can see the new car is already in transit.,159,162,i can see you were being issued for a new card into first of august however i can see the new car is already in transit.,i can see you were being issued for a new card into first of august however i can see the new car is already in transit.,i can see you were being issued for a new card into first of august however i can see the new car is already in transit.,i can see you were being issued for a new card into first of # however i can see the new car is already in #,i can see you were being issued for a new card into first of  however i can see the new car is already in,"['i', 'can', 'see', 'you', 'were', 'being', 'issued', 'for', 'a', 'new', 'card', 'into', 'first', 'of', 'however', 'i', 'can', 'see', 'the', 'new', 'car', 'is', 'already', 'in']","['i', 'can', 'see', 'you', 'were', 'being', 'issued', 'for', 'a', 'new', 'card', 'into', 'first', 'of', 'however', 'i', 'can', 'see', 'the', 'new', 'car', 'is', 'already', 'in']","['i', 'can', 'see', 'you', 'were', 'be', 'issu', 'for', 'a', 'new', 'card', 'into', 'first', 'of', 'howev', 'i', 'can', 'see', 'the', 'new', 'car', 'is', 'alreadi', 'in']","['i', 'can', 'see', 'you', 'be', 'be', 'issue', 'for', 'a', 'new', 'card', 'into', 'first', 'of', 'however', 'i', 'can', 'see', 'the', 'new', 'car', 'be', 'already', 'in']","['see', 'issued', 'new', 'card', 'first', 'however', 'see', 'new', 'car', 'already']","['see', 'issue', 'new', 'card', 'first', 'however', 'see', 'new', 'car', 'already']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,You should be able to receive the new card by either by tomorrow or in the next couple of days.,163,166,you should be able to receive the new card by either by tomorrow or in the next couple of days.,you should be able to receive the new card by either by tomorrow or in the next couple of days.,you should be able to receive the new card by either by tomorrow or in the next couple of days.,you should be able to receive the new card by either by tomorrow or in the next couple of #,you should be able to receive the new card by either by tomorrow or in the next couple of,"['you', 'should', 'be', 'able', 'to', 'receive', 'the', 'new', 'card', 'by', 'either', 'by', 'tomorrow', 'or', 'in', 'the', 'next', 'couple', 'of']","['you', 'should', 'be', 'able', 'to', 'receive', 'the', 'new', 'card', 'by', 'either', 'by', 'tomorrow', 'or', 'in', 'the', 'next', 'couple', 'of']","['you', 'should', 'be', 'abl', 'to', 'receiv', 'the', 'new', 'card', 'by', 'either', 'by', 'tomorrow', 'or', 'in', 'the', 'next', 'coupl', 'of']","['you', 'should', 'be', 'able', 'to', 'receive', 'the', 'new', 'card', 'by', 'either', 'by', 'tomorrow', 'or', 'in', 'the', 'next', 'couple', 'of']","['able', 'receive', 'new', 'card', 'either', 'tomorrow', 'next', 'couple']","['able', 'receive', 'new', 'card', 'either', 'tomorrow', 'next', 'couple']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,So your address we,167,169,so your address we,so your address we,so your address we,so your address we,so your address we,"['so', 'your', 'address', 'we']","['so', 'your', 'address', 'we']","['so', 'your', 'address', 'we']","['so', 'your', 'address', 'we']",['address'],['address']
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,Have here on this,170,174,have here on this,have here on this,have here on this,have here on this,have here on this,"['have', 'here', 'on', 'this']","['have', 'here', 'on', 'this']","['have', 'here', 'on', 'thi']","['have', 'here', 'on', 'this']",[],[]
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,File is yes.,175,177,file is yes.,file is yes.,file is yes.,file is #,file is,"['file', 'is']","['file', 'is']","['file', 'is']","['file', 'be']",['file'],['file']
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,Is it at 120 Colin St. 27th floor at Melbourne Victoria.,178,183,is it at 120 colin st. 27th floor at melbourne victoria.,is it at 120 colin st. 27th floor at melbourne victoria.,is it at 120 colin st. 27th floor at melbourne victoria.,is it at # colin # # floor at melbourne #,is it at  colin   floor at melbourne,"['is', 'it', 'at', 'colin', 'floor', 'at', 'melbourne']","['is', 'it', 'at', 'colin', 'floor', 'at', 'melbourne']","['is', 'it', 'at', 'colin', 'floor', 'at', 'melbourn']","['be', 'it', 'at', 'colin', 'floor', 'at', 'melbourne']","['colin', 'floor', 'melbourne']","['colin', 'floor', 'melbourne']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,so you should be able to receive a card on the address we have on file again it's either tomorrow or in the next couple of days.,191,192,so you should be able to receive a card on the address we have on file again it's either tomorrow or in the next couple of days.,so you should be able to receive a card on the address we have on file again it's either tomorrow or in the next couple of days.,so you should be able to receive a card on the address we have on file again it is either tomorrow or in the next couple of days.,so you should be able to receive a card on the address we have on file again it is either tomorrow or in the next couple of #,so you should be able to receive a card on the address we have on file again it is either tomorrow or in the next couple of,"['so', 'you', 'should', 'be', 'able', 'to', 'receive', 'a', 'card', 'on', 'the', 'address', 'we', 'have', 'on', 'file', 'again', 'it', 'is', 'either', 'tomorrow', 'or', 'in', 'the', 'next', 'couple', 'of']","['so', 'you', 'should', 'be', 'able', 'to', 'receive', 'a', 'card', 'on', 'the', 'address', 'we', 'have', 'on', 'file', 'again', 'it', 'is', 'either', 'tomorrow', 'or', 'in', 'the', 'next', 'couple', 'of']","['so', 'you', 'should', 'be', 'abl', 'to', 'receiv', 'a', 'card', 'on', 'the', 'address', 'we', 'have', 'on', 'file', 'again', 'it', 'is', 'either', 'tomorrow', 'or', 'in', 'the', 'next', 'coupl', 'of']","['so', 'you', 'should', 'be', 'able', 'to', 'receive', 'a', 'card', 'on', 'the', 'address', 'we', 'have', 'on', 'file', 'again', 'it', 'be', 'either', 'tomorrow', 'or', 'in', 'the', 'next', 'couple', 'of']","['able', 'receive', 'card', 'address', 'file', 'either', 'tomorrow', 'next', 'couple']","['able', 'receive', 'card', 'address', 'file', 'either', 'tomorrow', 'next', 'couple']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,And it is it's already in transit.,193,195,and it is it's already in transit.,and it is it's already in transit.,and it is it is already in transit.,and it is it is already in #,and it is it is already in,"['and', 'it', 'is', 'it', 'is', 'already', 'in']","['and', 'it', 'is', 'it', 'is', 'already', 'in']","['and', 'it', 'is', 'it', 'is', 'alreadi', 'in']","['and', 'it', 'be', 'it', 'be', 'already', 'in']",['already'],['already']
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,thats great.,196,199,thats great.,thats great.,thats great.,thats #,thats,['thats'],['thats'],['that'],['thats'],['thats'],['thats']
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,Can you tell me what about my balance.,200,203,can you tell me what about my balance.,can you tell me what about my balance.,can you tell me what about my balance.,can you tell me what about my #,can you tell me what about my,"['can', 'you', 'tell', 'me', 'what', 'about', 'my']","['can', 'you', 'tell', 'me', 'what', 'about', 'my']","['can', 'you', 'tell', 'me', 'what', 'about', 'my']","['can', 'you', 'tell', 'me', 'what', 'about', 'my']",['tell'],['tell']
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,I'm sure I can 20,204,207,i'm sure i can 20,i'm sure i can 20,i am sure i can 20,i am sure i can #,i am sure i can,"['i', 'am', 'sure', 'i', 'can']","['i', 'am', 'sure', 'i', 'can']","['i', 'am', 'sure', 'i', 'can']","['i', 'be', 'sure', 'i', 'can']",['sure'],['sure']
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,It has $20.05.,219,222,it has $20.05.,it has $20.05.,it has $20.05.,it has $####,it has,"['it', 'has']","['it', 'has']","['it', 'ha']","['it', 'have']",[],[]
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,No worriies.,226,229,no worriies.,no worriies.,no worriies.,no #,no,['no'],['no'],['no'],['no'],[],[]
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,Are all.,233,235,are all.,are all.,are all.,are #,are,['are'],['are'],['are'],['be'],[],[]
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,Thank you for that.,236,237,thank you for that.,thank you for that.,thank you for that.,thank you for #,thank you for,"['thank', 'you', 'for']","['thank', 'you', 'for']","['thank', 'you', 'for']","['thank', 'you', 'for']",['thank'],['thank']
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,I'll give you a call back if it doesn't arrive this afternoon,238,242,i'll give you a call back if it doesn't arrive this afternoon,i'll give you a call back if it doesn't arrive this afternoon,i will give you a call back if it does not arrive this afternoon,i will give you a call back if it does not arrive this afternoon,i will give you a call back if it does not arrive this afternoon,"['i', 'will', 'give', 'you', 'a', 'call', 'back', 'if', 'it', 'does', 'not', 'arrive', 'this', 'afternoon']","['i', 'will', 'give', 'you', 'a', 'call', 'back', 'if', 'it', 'does', 'not', 'arrive', 'this', 'afternoon']","['i', 'will', 'give', 'you', 'a', 'call', 'back', 'if', 'it', 'doe', 'not', 'arriv', 'thi', 'afternoon']","['i', 'will', 'give', 'you', 'a', 'call', 'back', 'if', 'it', 'do', 'not', 'arrive', 'this', 'afternoon']","['give', 'call', 'back', 'arrive', 'afternoon']","['give', 'call', 'back', 'arrive', 'afternoon']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,Definitely And thank you for calling australia post load and go support.,243,246,definitely and thank you for calling australia post load and go support.,definitely and thank you for calling australia post load and go support.,definitely and thank you for calling australia post load and go support.,definitely and thank you for calling australia post load and go #,definitely and thank you for calling australia post load and go,"['definitely', 'and', 'thank', 'you', 'for', 'calling', 'australia', 'post', 'load', 'and', 'go']","['definitely', 'and', 'thank', 'you', 'for', 'calling', 'australia', 'post', 'load', 'and', 'go']","['definit', 'and', 'thank', 'you', 'for', 'call', 'australia', 'post', 'load', 'and', 'go']","['definitely', 'and', 'thank', 'you', 'for', 'call', 'australia', 'post', 'load', 'and', 'go']","['definitely', 'thank', 'calling', 'australia', 'post', 'load', 'go']","['definitely', 'thank', 'call', 'australia', 'post', 'load', 'go']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,You have a wonderful day Andrew.,247,252,you have a wonderful day andrew.,you have a wonderful day andrew.,you have a wonderful day andrew.,you have a wonderful day #,you have a wonderful day,"['you', 'have', 'a', 'wonderful', 'day']","['you', 'have', 'a', 'wonderful', 'day']","['you', 'have', 'a', 'wonder', 'day']","['you', 'have', 'a', 'wonderful', 'day']","['wonderful', 'day']","['wonderful', 'day']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,1,Bye-bye.,253,257,bye-bye.,bye bye.,bye bye.,bye #,bye,['bye'],['bye'],['bye'],['bye'],['bye'],['bye']
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,Alright thank you.,261,265,alright thank you.,alright thank you.,alright thank you.,alright thank #,alright thank,"['alright', 'thank']","['alright', 'thank']","['alright', 'thank']","['alright', 'thank']","['alright', 'thank']","['alright', 'thank']"
98b4b380-2e88-11e9-9291-4154e7eb25f4,2,Bye-bye,266,269,bye-bye,bye bye,bye bye,bye bye,bye bye,"['bye', 'bye']","['bye', 'bye']","['bye', 'bye']","['bye', 'bye']","['bye', 'bye']","['bye', 'bye']"
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,1,Welcome to Australia post load and go support my name's Archie may I have your card ID number please.,1,11,welcome to australia post load and go support my name's archie may i have your card id number please.,welcome to australia post load and go support my name's archie may i have your card id number please.,welcome to australia post load and go support my name's archie may i have your card id number please.,welcome to australia post load and go support my name's archie # i have your card id number #,welcome to australia post load and go support my names archie  i have your card id number,"['welcome', 'to', 'australia', 'post', 'load', 'and', 'go', 'support', 'my', 'names', 'archie', 'i', 'have', 'your', 'card', 'id', 'number']","['welcome', 'to', 'australia', 'post', 'load', 'and', 'go', 'support', 'my', 'names', 'archie', 'i', 'have', 'your', 'card', 'id', 'number']","['welcom', 'to', 'australia', 'post', 'load', 'and', 'go', 'support', 'my', 'name', 'archi', 'i', 'have', 'your', 'card', 'id', 'number']","['welcome', 'to', 'australia', 'post', 'load', 'and', 'go', 'support', 'my', 'name', 'archie', 'i', 'have', 'your', 'card', 'id', 'number']","['welcome', 'australia', 'post', 'load', 'go', 'support', 'names', 'archie', 'card', 'id', 'number']","['welcome', 'australia', 'post', 'load', 'go', 'support', 'name', 'archie', 'card', 'id', 'number']"
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,1,I'm sorry can I have the one in the back please it's the 16th,19,20,i'm sorry can i have the one in the back please it's the 16th,i'm sorry can i have the one in the back please it's the 16th,i am sorry can i have the one in the back please it is the 16th,i am sorry can i have the # in the back please it is the #,i am sorry can i have the  in the back please it is the,"['i', 'am', 'sorry', 'can', 'i', 'have', 'the', 'in', 'the', 'back', 'please', 'it', 'is', 'the']","['i', 'am', 'sorry', 'can', 'i', 'have', 'the', 'in', 'the', 'back', 'please', 'it', 'is', 'the']","['i', 'am', 'sorri', 'can', 'i', 'have', 'the', 'in', 'the', 'back', 'pleas', 'it', 'is', 'the']","['i', 'be', 'sorry', 'can', 'i', 'have', 'the', 'in', 'the', 'back', 'please', 'it', 'be', 'the']","['sorry', 'back', 'please']","['sorry', 'back', 'please']"
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,2,This is 16 digit one two for Three six,24,29,this is 16 digit one two for three six,this is 16 digit one two for three six,this is 16 digit one two for three six,this is # digit # # for # #,this is  digit   for,"['this', 'is', 'digit', 'for']","['this', 'is', 'digit', 'for']","['thi', 'is', 'digit', 'for']","['this', 'be', 'digit', 'for']",['digit'],['digit']
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,1,Thank you so much and let me go ahead and pull up the account one moment please.,35,36,thank you so much and let me go ahead and pull up the account one moment please.,thank you so much and let me go ahead and pull up the account one moment please.,thank you so much and let me go ahead and pull up the account one moment please.,thank you so much and let me go ahead and pull up the account # moment #,thank you so much and let me go ahead and pull up the account  moment,"['thank', 'you', 'so', 'much', 'and', 'let', 'me', 'go', 'ahead', 'and', 'pull', 'up', 'the', 'account', 'moment']","['thank', 'you', 'so', 'much', 'and', 'let', 'me', 'go', 'ahead', 'and', 'pull', 'up', 'the', 'account', 'moment']","['thank', 'you', 'so', 'much', 'and', 'let', 'me', 'go', 'ahead', 'and', 'pull', 'up', 'the', 'account', 'moment']","['thank', 'you', 'so', 'much', 'and', 'let', 'me', 'go', 'ahead', 'and', 'pull', 'up', 'the', 'account', 'moment']","['thank', 'much', 'let', 'go', 'ahead', 'pull', 'account', 'moment']","['thank', 'much', 'let', 'go', 'ahead', 'pull', 'account', 'moment']"
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,2,alright,37,38,alright,alright,alright,alright,alright,['alright'],['alright'],['alright'],['alright'],['alright'],['alright']
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,1,can I  have the access code.,39,41,can i  have the access code.,can i  have the access code.,can i  have the access code.,can i  have the access #,can i  have the access,"['can', 'i', 'have', 'the', 'access']","['can', 'i', 'have', 'the', 'access']","['can', 'i', 'have', 'the', 'access']","['can', 'i', 'have', 'the', 'access']",['access'],['access']
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,1,Please it's the six digit number,42,44,please it's the six digit number,please it's the six digit number,please it is the six digit number,please it is the # digit number,please it is the  digit number,"['please', 'it', 'is', 'the', 'digit', 'number']","['please', 'it', 'is', 'the', 'digit', 'number']","['pleas', 'it', 'is', 'the', 'digit', 'number']","['please', 'it', 'be', 'the', 'digit', 'number']","['please', 'digit', 'number']","['please', 'digit', 'number']"
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,2,On the 13th of the second 79.,45,48,on the 13th of the second 79.,on the 13th of the second 79.,on the 13th of the second 79.,on the # of the second ##,on the  of the second,"['on', 'the', 'of', 'the', 'second']","['on', 'the', 'of', 'the', 'second']","['on', 'the', 'of', 'the', 'second']","['on', 'the', 'of', 'the', 'second']",['second'],['second']
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,1,I'm sorry the access code.,49,54,i'm sorry the access code.,i'm sorry the access code.,i am sorry the access code.,i am sorry the access #,i am sorry the access,"['i', 'am', 'sorry', 'the', 'access']","['i', 'am', 'sorry', 'the', 'access']","['i', 'am', 'sorri', 'the', 'access']","['i', 'be', 'sorry', 'the', 'access']","['sorry', 'access']","['sorry', 'access']"
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,2,I didn't get access access but that is that the,55,57,i didn't get access access but that is that the,i didn't get access access but that is that the,i did not get access access but that is that the,i did not get access access but that is that the,i did not get access access but that is that the,"['i', 'did', 'not', 'get', 'access', 'access', 'but', 'that', 'is', 'that', 'the']","['i', 'did', 'not', 'get', 'access', 'access', 'but', 'that', 'is', 'that', 'the']","['i', 'did', 'not', 'get', 'access', 'access', 'but', 'that', 'is', 'that', 'the']","['i', 'do', 'not', 'get', 'access', 'access', 'but', 'that', 'be', 'that', 'the']","['get', 'access', 'access']","['get', 'access', 'access']"
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,1,The access code is the six digit number you nominate when  you purchased the card.,58,62,the access code is the six digit number you nominate when  you purchased the card.,the access code is the six digit number you nominate when  you purchased the card.,the access code is the six digit number you nominate when  you purchased the card.,the access code is the # digit number you nominate when  you purchased the #,the access code is the  digit number you nominate when  you purchased the,"['the', 'access', 'code', 'is', 'the', 'digit', 'number', 'you', 'nominate', 'when', 'you', 'purchased', 'the']","['the', 'access', 'code', 'is', 'the', 'digit', 'number', 'you', 'nominate', 'when', 'you', 'purchased', 'the']","['the', 'access', 'code', 'is', 'the', 'digit', 'number', 'you', 'nomin', 'when', 'you', 'purchas', 'the']","['the', 'access', 'code', 'be', 'the', 'digit', 'number', 'you', 'nominate', 'when', 'you', 'purchase', 'the']","['access', 'code', 'digit', 'number', 'nominate', 'purchased']","['access', 'code', 'digit', 'number', 'nominate', 'purchase']"
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,2,Yes 13.,63,64,yes 13.,yes 13.,yes 13.,yes ##,yes,['yes'],['yes'],['ye'],['yes'],['yes'],['yes']
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,1,Oh thank you so much and how can help you today.,68,72,oh thank you so much and how can help you today.,oh thank you so much and how can help you today.,oh thank you so much and how can help you today.,oh thank you so much and how can help you #,oh thank you so much and how can help you,"['oh', 'thank', 'you', 'so', 'much', 'and', 'how', 'can', 'help', 'you']","['oh', 'thank', 'you', 'so', 'much', 'and', 'how', 'can', 'help', 'you']","['oh', 'thank', 'you', 'so', 'much', 'and', 'how', 'can', 'help', 'you']","['oh', 'thank', 'you', 'so', 'much', 'and', 'how', 'can', 'help', 'you']","['oh', 'thank', 'much', 'help']","['oh', 'thank', 'much', 'help']"
98ba0ab0-2e88-11e9-9291-4154e7eb25f4,2,I'm used this card once and they got the money taken that and then the ladies try because put some other stuff that I just tried to get it out and explain the put in they the pin did not match  that but the date ties of the cad.,73,74,i'm used this card once and they got the money taken that and then the ladies try because put some other stuff that i just tried to get it out and explain the put in they the pin did not match  that but the date ties of the cad.,i'm used this card once and they got the money taken that and then the ladies try because put some other stuff that i just tried to get it out and explain the put in they the pin did not match  that but the date ties of the cad.,i am used this card once and they got the money taken that and then the ladies try because put some other stuff that i just tried to get it out and explain the put in they the pin did not match  that but the date ties of the cad.,i am used this card once and they got the money taken that and then the ladies try because put some other stuff that i just tried to get it out and explain the put in they the pin did not match  that but the date ties of the #,i am used this card once and they got the money taken that and then the ladies try because put some other stuff that i just tried to get it out and explain the put in they the pin did not match  that but the date ties of the,"['i', 'am', 'used', 'this', 'card', 'once', 'and', 'they', 'got', 'the', 'money', 'taken', 'that', 'and', 'then', 'the', 'ladies', 'try', 'because', 'put', 'some', 'other', 'stuff', 'that', 'i', 'just', 'tried', 'to', 'get', 'it', 'out', 'and', 'explain', 'the', 'put', 'in', 'they', 'the', 'pin', 'did', 'not', 'match', 'that', 'but', 'the', 'date', 'ties', 'of', 'the']","['i', 'am', 'used', 'this', 'card', 'once', 'and', 'they', 'got', 'the', 'money', 'taken', 'that', 'and', 'then', 'the', 'ladies', 'try', 'because', 'put', 'some', 'other', 'stuff', 'that', 'i', 'just', 'tried', 'to', 'get', 'it', 'out', 'and', 'explain', 'the', 'put', 'in', 'they', 'the', 'pin', 'did', 'not', 'match', 'that', 'but', 'the', 'date', 'ties', 'of', 'the']","['i', 'am', 'use', 'thi', 'card', 'onc', 'and', 'they', 'got', 'the', 'money', 'taken', 'that', 'and', 'then', 'the', 'ladi', 'tri', 'becaus', 'put', 'some', 'other', 'stuff', 'that', 'i', 'just', 'tri', 'to', 'get', 'it', 'out', 'and', 'explain', 'the', 'put', 'in', 'they', 'the', 'pin', 'did', 'not', 'match', 'that', 'but', 'the', 'date', 'tie', 'of', 'the']","['i', 'be', 'use', 'this', 'card', 'once', 'and', 'they', 'get', 'the', 'money', 'take', 'that', 'and', 'then', 'the', 'ladies', 'try', 'because', 'put', 'some', 'other', 'stuff', 'that', 'i', 'just', 'try', 'to', 'get', 'it', 'out', 'and', 'explain', 'the', 'put', 'in', 'they', 'the', 'pin', 'do', 'not', 'match', 'that', 'but', 'the', 'date', 'tie', 'of', 'the']","['used', 'card', 'got', 'money', 'taken', 'ladies', 'try', 'put', 'stuff', 'tried', 'get', 'explain', 'put', 'pin', 'match', 'date', 'ties']","['use', 'card', 'get', 'money', 'take', 'ladies', 'try', 'put', 'stuff', 'try', 'get', 'explain', 'put', 'pin', 'match', 'date', 'tie']"
