Call_ID,Speaker,Dialogue,Sentences,NounChunks,Co-Reference,Tags,PERSON,ORG,Greet,IntroduceSelf,IntroduceCompany,Offer,Mastered
17,0, I would not know that sorry can I have your first and last name please., I would not know that sorry can I have your first and last name please.," I,I,your first and last name",,"[(' ', ' ', 'SPACE', '', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('would', 'would', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('know', 'know', 'VERB', '', 'ROOT'), ('that', 'that', 'ADP', '', 'mark'), ('sorry', 'sorry', 'ADJ', '', 'intj'), ('can', 'can', 'VERB', '', 'aux'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ccomp'), ('your', '-PRON-', 'DET', '', 'poss'), ('first', 'first', 'ADJ', 'ORDINAL', 'amod'), ('and', 'and', 'CCONJ', '', 'cc'), ('last', 'last', 'ADJ', '', 'conj'), ('name', 'name', 'NOUN', '', 'nsubj'), ('please', 'please', 'INTJ', '', 'intj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,name,,Can I,Mastered
17,1, Wayne leniency., Wayne leniency., Wayne leniency,,"[(' ', ' ', 'SPACE', '', ''), ('Wayne', 'Wayne', 'PROPN', 'PERSON', 'compound'), ('leniency', 'leniency', 'NOUN', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",Wayne,,,,,,Mastered
18,0, Thank you for calling Derek express this is Diane how #  I help you today.," Thank you for calling Derek express,this is Diane how #  I help you today.","you,Derek,Diane,I,you",,"[(' ', ' ', 'SPACE', '', ''), ('Thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('Derek', 'Derek', 'PROPN', 'ORG', 'dobj'), ('express', 'express', 'VERB', '', 'oprd'), ('this', 'this', 'DET', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ROOT'), ('Diane', 'Diane', 'PROPN', 'PERSON', 'attr'), ('how', 'how', 'ADV', '', 'advmod'), ('#', '#', 'SYM', '', 'npadvmod'), (' ', ' ', 'SPACE', '', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('help', 'help', 'VERB', '', 'ccomp'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('today', 'today', 'NOUN', 'DATE', 'npadvmod'), ('.', '.', 'PUNCT', '', 'punct')]",Diane,Derek,,This is,"Thank you for calling,This is",,Mastered
18,2, I wonder dresser chest pains I've left my card inside of what a company and it was something else that quote in front of the hotel I'm ready for a break down hi I've been to too much is lever L. E. B. U. R. G..," I wonder dresser chest pains I've left my card inside of what a company,and it was something else that quote in front of the hotel,I'm ready for a break down,hi I've been to too much,is lever L. E. B. U. R. G.."," I,dresser chest pains,I,my card,what a company,it,something,front,the hotel,I,a break,I,lever L. E. B. U. R. G",,"[(' ', ' ', 'SPACE', '', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('wonder', 'wonder', 'VERB', '', 'ROOT'), ('dresser', 'dresser', 'NOUN', '', 'compound'), ('chest', 'chest', 'NOUN', '', 'compound'), ('pains', 'pain', 'NOUN', '', 'dobj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), (""'ve"", 'have', 'VERB', '', 'aux'), ('left', 'leave', 'VERB', '', 'relcl'), ('my', '-PRON-', 'DET', '', 'poss'), ('card', 'card', 'NOUN', '', 'dobj'), ('inside', 'inside', 'ADV', '', 'advmod'), ('of', 'of', 'ADP', '', 'prep'), ('what', 'what', 'PRON', '', 'det'), ('a', 'a', 'DET', '', 'det'), ('company', 'company', 'NOUN', '', 'pcomp'), ('and', 'and', 'CCONJ', '', 'cc'), ('it', '-PRON-', 'PRON', '', 'nsubj'), ('was', 'be', 'VERB', '', 'ROOT'), ('something', 'something', 'NOUN', '', 'attr'), ('else', 'else', 'ADV', '', 'advmod'), ('that', 'that', 'DET', '', 'det'), ('quote', 'quote', 'VERB', '', 'relcl'), ('in', 'in', 'ADP', '', 'prep'), ('front', 'front', 'NOUN', '', 'pobj'), ('of', 'of', 'ADP', '', 'prep'), ('the', 'the', 'DET', '', 'det'), ('hotel', 'hotel', 'NOUN', '', 'pobj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), (""'m"", 'be', 'VERB', '', 'ROOT'), ('ready', 'ready', 'ADJ', '', 'acomp'), ('for', 'for', 'ADP', '', 'prep'), ('a', 'a', 'DET', '', 'det'), ('break', 'break', 'NOUN', '', 'pobj'), ('down', 'down', 'PART', '', 'advmod'), ('hi', 'hi', 'INTJ', '', 'intj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), (""'ve"", 'have', 'VERB', '', 'aux'), ('been', 'be', 'VERB', '', 'ROOT'), ('to', 'to', 'ADP', '', 'prep'), ('too', 'too', 'ADV', '', 'advmod'), ('much', 'much', 'ADJ', '', 'pobj'), ('is', 'be', 'VERB', '', 'ROOT'), ('lever', 'lever', 'NOUN', '', 'compound'), ('L.', 'L.', 'PROPN', 'PERSON', 'compound'), ('E.', 'E.', 'PROPN', 'PERSON', 'compound'), ('B.', 'B.', 'PROPN', 'PERSON', 'compound'), ('U.', 'U.', 'PROPN', 'PERSON', 'compound'), ('R.', 'R.', 'PROPN', 'PERSON', 'compound'), ('G', 'G', 'PROPN', 'PERSON', 'attr'), ('..', '..', 'PUNCT', '', 'punct')]",L. E. B. U. R. G,,Hi,,,,Mastered
18,2, Six #  #  nights a card number., Six #  #  nights a card number., Six #  #  nights,,"[(' ', ' ', 'SPACE', '', ''), ('Six', 'six', 'NUM', '', 'nummod'), ('#', '#', 'NOUN', '', 'dep'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'nmod'), (' ', ' ', 'SPACE', '', ''), ('nights', 'night', 'NOUN', '', 'ROOT'), ('a', 'a', 'DET', '', 'det'), ('card', 'card', 'NOUN', '', 'compound'), ('number', 'number', 'NOUN', '', 'npadvmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
18,2, Five #  #  oh #  #  #  #  #  is my place was security code number what what happens is it is going.," Five,#  #  ,oh #  #  #  ,#  #  ,is,my place was security code number what what happens is it is going.","#  #,#  #,my place,security code number,what,what,it","security code number: [security code number, it]","[(' ', ' ', 'SPACE', '', ''), ('Five', 'five', 'NUM', '', 'ROOT'), ('#', '#', 'NOUN', '', 'nmod'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('oh', 'oh', 'INTJ', '', 'ROOT'), ('#', '#', 'NOUN', 'MONEY', 'npadvmod'), (' ', ' ', 'SPACE', 'MONEY', ''), ('#', '#', 'SYM', '', 'nmod'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'npadvmod'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'nmod'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('is', 'be', 'VERB', '', 'ROOT'), ('my', '-PRON-', 'DET', '', 'poss'), ('place', 'place', 'NOUN', '', 'nsubj'), ('was', 'be', 'VERB', '', 'ROOT'), ('security', 'security', 'NOUN', '', 'compound'), ('code', 'code', 'NOUN', '', 'compound'), ('number', 'number', 'NOUN', '', 'attr'), ('what', 'what', 'PRON', '', 'attr'), ('what', 'what', 'PRON', '', 'nsubj'), ('happens', 'happen', 'VERB', '', 'csubj'), ('is', 'be', 'VERB', '', 'ccomp'), ('it', '-PRON-', 'PRON', '', 'nsubj'), ('is', 'be', 'VERB', '', 'aux'), ('going', 'go', 'VERB', '', 'ccomp'), ('.', '.', 'PUNCT', '', 'punct')]",,,,It is,,,Mastered
19,0, I think you for calling direct express services my name is Emily how can I help you today., I think you for calling direct express services my name is Emily how can I help you today.," I,you,direct express services,my name,Emily,I,you",,"[(' ', ' ', 'SPACE', '', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('think', 'think', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('express', 'express', 'ADJ', '', 'compound'), ('services', 'service', 'NOUN', '', 'dobj'), ('my', '-PRON-', 'DET', '', 'poss'), ('name', 'name', 'NOUN', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ccomp'), ('Emily', 'Emily', 'PROPN', 'ORG', 'attr'), ('how', 'how', 'ADV', '', 'advmod'), ('can', 'can', 'VERB', '', 'aux'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('help', 'help', 'VERB', '', 'ccomp'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('today', 'today', 'NOUN', 'DATE', 'npadvmod'), ('.', '.', 'PUNCT', '', 'punct')]",,Emily,,My name is,calling,How can I help you,Mastered
19,3, Yeah that is what I was supposed calling all right it is it took me a really.," Yeah that is what I was supposed calling all right,it is it took me a really.","what,I,it,it,me",,"[(' ', ' ', 'SPACE', '', ''), ('Yeah', 'yeah', 'INTJ', '', 'intj'), ('that', 'that', 'DET', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ROOT'), ('what', 'what', 'PRON', '', 'dobj'), ('I', '-PRON-', 'PRON', '', 'nsubjpass'), ('was', 'be', 'VERB', '', 'auxpass'), ('supposed', 'suppose', 'VERB', '', 'ccomp'), ('calling', 'call', 'VERB', '', 'xcomp'), ('all', 'all', 'ADV', '', 'advmod'), ('right', 'right', 'ADV', '', 'dobj'), ('it', '-PRON-', 'PRON', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ROOT'), ('it', '-PRON-', 'PRON', '', 'nsubj'), ('took', 'take', 'VERB', '', 'ccomp'), ('me', '-PRON-', 'PRON', '', 'dative'), ('a', 'a', 'DET', '', 'det'), ('really', 'really', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,It is,calling,,Mastered
19,0, You're supposed to call it., You're supposed to call it.," You,it",,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubjpass'), (""'re"", 'be', 'VERB', '', 'auxpass'), ('supposed', 'suppose', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('call', 'call', 'VERB', '', 'xcomp'), ('it', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
19,3, Four., Four.,,,"[(' ', ' ', 'SPACE', '', ''), ('Four', 'four', 'NUM', 'CARDINAL', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
20,0, Thank you for calling direct express card services my name's minis please verify your full name., Thank you for calling direct express card services my name's minis please verify your full name.,"you,direct express card services,my name's minis,your full name",,"[(' ', ' ', 'SPACE', '', ''), ('Thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('express', 'express', 'ADJ', '', 'amod'), ('card', 'card', 'NOUN', '', 'compound'), ('services', 'service', 'NOUN', '', 'dobj'), ('my', '-PRON-', 'DET', '', 'poss'), ('name', 'name', 'NOUN', '', 'poss'), (""'s"", ""'s"", 'PART', '', 'case'), ('minis', 'minis', 'NOUN', '', 'dobj'), ('please', 'please', 'INTJ', '', 'intj'), ('verify', 'verify', 'VERB', '', 'conj'), ('your', '-PRON-', 'DET', '', 'poss'), ('full', 'full', 'ADJ', '', 'amod'), ('name', 'name', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,"name,name",Thank you for calling,,Mastered
20,1, Yes., Yes.,,,"[(' ', ' ', 'SPACE', '', ''), ('Yes', 'yes', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
20,1, I'm here with Mister Donald Ridley I am his advocate but the name is Donald J. Whitley.," I'm here with Mister Donald Ridley,I am his advocate but the name is Donald J. Whitley."," I,Mister Donald Ridley,I,his advocate,the name,Donald J. Whitley","Mister Donald Ridley: [Mister Donald Ridley, his]","[(' ', ' ', 'SPACE', '', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), (""'m"", 'be', 'VERB', '', 'ROOT'), ('here', 'here', 'ADV', '', 'advmod'), ('with', 'with', 'ADP', '', 'prep'), ('Mister', 'Mister', 'PROPN', '', 'compound'), ('Donald', 'Donald', 'PROPN', 'PERSON', 'compound'), ('Ridley', 'Ridley', 'PROPN', 'PERSON', 'pobj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('am', 'be', 'VERB', '', 'ROOT'), ('his', '-PRON-', 'DET', '', 'poss'), ('advocate', 'advocate', 'NOUN', '', 'attr'), ('but', 'but', 'CCONJ', '', 'cc'), ('the', 'the', 'DET', '', 'det'), ('name', 'name', 'NOUN', '', 'nsubj'), ('is', 'be', 'VERB', '', 'conj'), ('Donald', 'Donald', 'PROPN', 'PERSON', 'compound'), ('J.', 'J.', 'PROPN', 'PERSON', 'compound'), ('Whitley', 'Whitley', 'PROPN', 'PERSON', 'attr'), ('.', '.', 'PUNCT', '', 'punct')]","Donald Ridley,Donald J. Whitley",,,"I am,name",,,Mastered
20,1, Just with someone over here., Just with someone over here.,someone,,"[(' ', ' ', 'SPACE', '', ''), ('Just', 'just', 'ADV', '', 'advmod'), ('with', 'with', 'ADP', '', 'ROOT'), ('someone', 'someone', 'NOUN', '', 'pobj'), ('over', 'over', 'ADV', '', 'advmod'), ('here', 'here', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
21,2, Say for calling Derek these press card services my name is Brittany how my hoping., Say for calling Derek these press card services my name is Brittany how my hoping.,"Derek,my name,Brittany",,"[(' ', ' ', 'SPACE', '', ''), ('Say', 'say', 'VERB', '', 'ROOT'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('Derek', 'Derek', 'PROPN', 'ORG', 'dobj'), ('these', 'these', 'DET', '', 'det'), ('press', 'press', 'NOUN', '', 'compound'), ('card', 'card', 'NOUN', '', 'compound'), ('services', 'service', 'VERB', '', 'ccomp'), ('my', '-PRON-', 'DET', '', 'poss'), ('name', 'name', 'NOUN', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ccomp'), ('Brittany', 'Brittany', 'PROPN', 'GPE', 'attr'), ('how', 'how', 'ADV', '', 'advmod'), ('my', '-PRON-', 'DET', '', 'poss'), ('hoping', 'hoping', 'NOUN', '', 'ccomp'), ('.', '.', 'PUNCT', '', 'punct')]",,Derek,,My name is,calling,,Mastered
21,1, Yeah I just got a new car., Yeah I just got a new car.,"I,a new car",,"[(' ', ' ', 'SPACE', '', ''), ('Yeah', 'yeah', 'INTJ', '', 'intj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('just', 'just', 'ADV', '', 'advmod'), ('got', 'get', 'VERB', '', 'ROOT'), ('a', 'a', 'DET', '', 'det'), ('new', 'new', 'ADJ', '', 'amod'), ('car', 'car', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
21,2, We need to do anything., We need to do anything.," We,anything",,"[(' ', ' ', 'SPACE', '', ''), ('We', '-PRON-', 'PRON', '', 'nsubj'), ('need', 'need', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('do', 'do', 'VERB', '', 'xcomp'), ('anything', 'anything', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
21,1, Up I put the pin on., Up I put the pin on.,"I,the pin",,"[(' ', ' ', 'SPACE', '', ''), ('Up', 'up', 'ADV', '', 'intj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('put', 'put', 'VERB', '', 'ROOT'), ('the', 'the', 'DET', '', 'det'), ('pin', 'pin', 'NOUN', '', 'dobj'), ('on', 'on', 'PART', '', 'prt'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
22,0, Thank you for calling direct express card services this is Mercedes how #  I help you., Thank you for calling direct express card services this is Mercedes how #  I help you.,"you,direct express card services,Mercedes,I,you",,"[(' ', ' ', 'SPACE', '', ''), ('Thank', 'thank', 'VERB', '', 'advcl'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('express', 'express', 'ADJ', '', 'amod'), ('card', 'card', 'NOUN', '', 'compound'), ('services', 'service', 'NOUN', '', 'dobj'), ('this', 'this', 'DET', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ROOT'), ('Mercedes', 'Mercedes', 'PROPN', 'ORG', 'attr'), ('how', 'how', 'ADV', '', 'advmod'), ('#', '#', 'SYM', '', 'npadvmod'), (' ', ' ', 'SPACE', '', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('help', 'help', 'VERB', '', 'ccomp'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,Mercedes,,This is,"Thank you for calling,This is",,Mastered
22,1, Hi I was gonna say my deposit has not gone through yet it says pending.," Hi I was gonna say my deposit has not gone through yet,it says pending.","I,my deposit,it","my deposit: [my deposit, it]","[(' ', ' ', 'SPACE', '', ''), ('Hi', 'hi', 'INTJ', '', 'intj'), ('I', '-PRON-', 'PRON', '', 'nsubjpass'), ('was', 'be', 'VERB', '', 'aux'), ('gon', 'go', 'VERB', '', 'ROOT'), ('na', 'to', 'PART', '', 'aux'), ('say', 'say', 'VERB', '', 'xcomp'), ('my', '-PRON-', 'DET', '', 'poss'), ('deposit', 'deposit', 'NOUN', '', 'nsubj'), ('has', 'have', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('gone', 'go', 'VERB', '', 'ccomp'), ('through', 'through', 'ADP', '', 'prt'), ('yet', 'yet', 'ADV', '', 'advmod'), ('it', '-PRON-', 'PRON', '', 'nsubj'), ('says', 'say', 'VERB', '', 'ROOT'), ('pending', 'pende', 'VERB', '', 'xcomp'), ('.', '.', 'PUNCT', '', 'punct')]",,,Hi,,,,Mastered
22,0, May I have the last #  digits of your card number please., May I have the last #  digits of your card number please.,"I,the last #  digits,your card number",,"[(' ', ' ', 'SPACE', '', ''), ('May', 'May', 'VERB', '', 'aux'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ROOT'), ('the', 'the', 'DET', '', 'det'), ('last', 'last', 'ADJ', '', 'amod'), ('#', '#', 'SYM', '', 'nmod'), (' ', ' ', 'SPACE', '', ''), ('digits', 'digit', 'NOUN', '', 'dobj'), ('of', 'of', 'ADP', '', 'prep'), ('your', '-PRON-', 'DET', '', 'poss'), ('card', 'card', 'NOUN', '', 'compound'), ('number', 'number', 'NOUN', '', 'pobj'), ('please', 'please', 'INTJ', '', 'intj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
22,1, Nine #  # ., Nine #  # .,,,"[(' ', ' ', 'SPACE', '', ''), ('Nine', 'nine', 'NUM', '', 'nummod'), ('#', '#', 'NOUN', '', 'nmod'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'X', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
23,2, They've gone records record servers my name is Matthew how #  I help you., They've gone records record servers my name is Matthew how #  I help you.," They,records record servers,my name,Matthew,I,you",,"[(' ', ' ', 'SPACE', '', ''), ('They', '-PRON-', 'PRON', '', 'nsubj'), (""'ve"", 'have', 'VERB', '', 'aux'), ('gone', 'go', 'VERB', '', 'ccomp'), ('records', 'record', 'NOUN', '', 'compound'), ('record', 'record', 'NOUN', '', 'compound'), ('servers', 'server', 'NOUN', '', 'dobj'), ('my', '-PRON-', 'DET', '', 'poss'), ('name', 'name', 'NOUN', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ROOT'), ('Matthew', 'Matthew', 'PROPN', 'PERSON', 'attr'), ('how', 'how', 'ADV', '', 'advmod'), ('#', '#', 'SYM', 'MONEY', 'npadvmod'), (' ', ' ', 'SPACE', 'MONEY', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('help', 'help', 'VERB', '', 'ccomp'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",Matthew,,,My name is,,,Mastered
23,0, Hi., Hi.,,,"[(' ', ' ', 'SPACE', '', ''), ('Hi', 'hi', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,Hi,,,,Mastered
23,2, Hey how., Hey how.,,,"[(' ', ' ', 'SPACE', '', ''), ('Hey', 'hey', 'INTJ', '', 'intj'), ('how', 'how', 'ADV', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,Hey,,,,Mastered
23,0, We just tried to activate a card that tells us that you need more information on this profile., We just tried to activate a card that tells us that you need more information on this profile.," We,a card,us,you,more information,this profile","We: [We, us]","[(' ', ' ', 'SPACE', '', ''), ('We', '-PRON-', 'PRON', '', 'nsubj'), ('just', 'just', 'ADV', '', 'advmod'), ('tried', 'try', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('activate', 'activate', 'VERB', '', 'xcomp'), ('a', 'a', 'DET', '', 'det'), ('card', 'card', 'NOUN', '', 'dobj'), ('that', 'that', 'DET', '', 'nsubj'), ('tells', 'tell', 'VERB', '', 'relcl'), ('us', '-PRON-', 'PRON', '', 'dobj'), ('that', 'that', 'ADP', '', 'mark'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('need', 'need', 'VERB', '', 'ccomp'), ('more', 'more', 'ADJ', '', 'amod'), ('information', 'information', 'NOUN', '', 'dobj'), ('on', 'on', 'ADP', '', 'prep'), ('this', 'this', 'DET', '', 'det'), ('profile', 'profile', 'NOUN', '', 'pobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
24,0, Thank you for calling direct express for services my name for China let me have a #  digit card number please., Thank you for calling direct express for services my name for China let me have a #  digit card number please.,"you,direct express,services,my name,China,me,a #  digit card number",,"[(' ', ' ', 'SPACE', '', ''), ('Thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('express', 'express', 'NOUN', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('services', 'service', 'NOUN', '', 'pobj'), ('my', '-PRON-', 'DET', '', 'poss'), ('name', 'name', 'NOUN', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('China', 'China', 'PROPN', 'GPE', 'pobj'), ('let', 'let', 'VERB', '', 'dep'), ('me', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ccomp'), ('a', 'a', 'DET', '', 'det'), ('#', '#', 'SYM', '', 'nmod'), (' ', ' ', 'SPACE', '', ''), ('digit', 'digit', 'NOUN', '', 'compound'), ('card', 'card', 'NOUN', '', 'compound'), ('number', 'number', 'NOUN', '', 'dobj'), ('please', 'please', 'INTJ', '', 'intj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,name,Thank you for calling,Let me,Mastered
24,1, Five #  #  #  #  #  #  #  #  #  #  #  #  zero zero # .," Five #  #  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,zero zero # .","#,#,#,#,#,#,#,#,#,#,zero zero #",,"[(' ', ' ', 'SPACE', '', ''), ('Five', 'five', 'NUM', '', 'ROOT'), ('#', '#', 'NOUN', 'MONEY', 'dep'), (' ', ' ', 'SPACE', 'MONEY', ''), ('#', '#', 'NOUN', '', 'dep'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('#', '#', 'NOUN', '', 'ROOT'), (' ', ' ', 'SPACE', '', ''), ('zero', 'zero', 'NUM', '', 'nummod'), ('zero', 'zero', 'NUM', '', 'nummod'), ('#', '#', 'NOUN', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
24,0, What's your first and last name., What's your first and last name.," What,your first and last name",,"[(' ', ' ', 'SPACE', '', ''), ('What', 'what', 'PRON', '', 'attr'), (""'s"", 'be', 'VERB', '', 'ROOT'), ('your', '-PRON-', 'DET', '', 'poss'), ('first', 'first', 'ADJ', 'ORDINAL', 'amod'), ('and', 'and', 'CCONJ', '', 'cc'), ('last', 'last', 'ADJ', '', 'conj'), ('name', 'name', 'NOUN', '', 'nsubj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,name,,,Mastered
24,1, Timothy X. paging., Timothy X. paging., Timothy X.,,"[(' ', ' ', 'SPACE', '', ''), ('Timothy', 'Timothy', 'PROPN', 'PERSON', 'compound'), ('X.', 'X.', 'PROPN', 'PERSON', 'nsubj'), ('paging', 'page', 'VERB', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",Timothy X.,,,,,,Mastered
25,1, For calling to express card services my name is Matthew how #  I help you., For calling to express card services my name is Matthew how #  I help you.,"card services,my name,Matthew,I,you",,"[(' ', ' ', 'SPACE', '', ''), ('For', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('to', 'to', 'PART', '', 'aux'), ('express', 'express', 'VERB', '', 'xcomp'), ('card', 'card', 'NOUN', '', 'compound'), ('services', 'service', 'NOUN', '', 'dobj'), ('my', '-PRON-', 'DET', '', 'poss'), ('name', 'name', 'NOUN', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ROOT'), ('Matthew', 'Matthew', 'PROPN', 'PERSON', 'attr'), ('how', 'how', 'ADV', '', 'advmod'), ('#', '#', 'SYM', 'MONEY', 'npadvmod'), (' ', ' ', 'SPACE', 'MONEY', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('help', 'help', 'VERB', '', 'ccomp'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",Matthew,,,My name is,calling,,Mastered
