ConversationIDDataImpl,SpeakerDataImpl,StartTimeDataImpl,EndTimeDataImpl,PlainTextDataImpl
22156509401844780,1,322,324, that's correct
22156509401844780,2,326,328, so it goes to the owner of the cat yeah because so I didn't set these cards out how do I find out who the owner of the cottage
22156509401844780,1,335,340, well the money order on
22156509401844780,2,345,355, Pittston who did the person who did it originally is no longer working
22156509401844780,1,357,359, I understand the person %HESITATION but probably the name of the the card is under the person that set up the account it will regionally so %HESITATION
22156509401844780,2,368,375, well the business at
22156509401844780,1,383,390, work they were there anymore you have to find a way to get a hold of him because we cannot change the names on the cards or we usually
22156509401844780,2,392,393, leave and then the name would have been Lindy mun
22156509401844780,1,394,397, no it's not
22156509401844780,2,407,415, well is it could misli
22156509401844780,1,421,425, now
22156509401844780,2,434,435, I mean I could tell ME anyway IT is it the memorable would is it factory or
22156509401844780,1,443,450, not
22156509401844780,2,455,465, well how do I go about getting this rectified I'm just really struggling with this now I've got I need tomorrow to get it done so how do I go about doing this
22156509401844780,1,469,472, so as I told you go online and then you see %HESITATION the option to cash out the car that %HESITATION the money order will go under the card holders name so as soon as it arrives even see who it is and then you can get a hold of the person to get the money back at the post office
22156509401844780,2,473,480, very demise setting up business okay thank you very much I'll see what I can do
22156509401844780,1,481,489, thanks for calling all the good have a good day
22156509401844780,2,494,500, thank you bye
22156509401844876,0,1,8,welcome to stroller postal then go support to my name is low because may I please have your account did a number
22156509401844876,2,10,19,
22156509401844876,0,23,28, you don't have the card there with you
22156509401844876,2,35,44, no I don't have because I lost it
22156509401844876,0,52,56, okay so give me the mobile phone number
22156509401844876,2,59,69, zero four zero five five one five seven four eight
22156509401844876,0,77,79, K. it just give me one second here please can you repeat it for me
22156509401844876,2,83,87, I'm sorry
22156509401844876,0,96,104, can you repeat your mobile
22156509401844876,2,111,119, it is zero four zero five box one five seven four eight
22156509401844876,0,120,124, okay may I have your full name
22156509401844876,2,133,136, well W. A. D. E. L. I. O.
22156509401844876,0,146,148, and your access code for this card
22156509401844876,2,158,161, the ticket number right
22156509401844876,0,171,179, yes six numbers
22156509401844876,2,182,191, six numbers yeah I I don't know but it could finish in three oh five one I use my %HESITATION I B. or four fifty five %HESITATION four one two one so these numbers that I normally use
22156509401844876,0,201,203, okay %HESITATION may I have your date of birth
22156509401844876,2,211,214, twenty fifteen or fifty two
22156509401844876,0,219,225, and your address
22156509401844876,2,227,232, that's what you want excuse those who
22156509401844876,0,233,235, and your %HESITATION email address
22156509401844876,2,244,250, %HESITATION pulled thank you twenty five G. email dot com thank you
22156509401844876,0,260,269, okay %HESITATION so how can I help you today
22156509401844876,2,277,282, well first how much is the balance and could you %HESITATION some how do you get to meet someone
22156509401844876,0,284,291, yes %HESITATION so %HESITATION
22156509401844876,2,294,298, put a money order or something like that but what I can %HESITATION we still from someone
22156509401844876,0,304,310, %HESITATION the balance on the card is seventeen dollars and thirty four cents and %HESITATION I still don't have the card the only options would be sending you a money order for this address sure they pursued yes
22156509401844876,2,315,319, %HESITATION my addresses to send it to my address would be great now tell me if there is seventy dollars in the account why couldn't the people %HESITATION with the %HESITATION the fifty dollars minimum that they don't normally do because I have to be balance in the account
22156509401844876,0,328,330, yes %HESITATION %HESITATION have %HESITATION are you can we throw in the minimal to withdraw we spent two dollars
22156509401844876,2,334,336, thank you no no I know but not that sexy people I %HESITATION they constantly say they could not resolve put my card because they have the numbers and they have everything else like that and they nobody was slow it when my balance is down they were still fifty dollars that's that's what the minimum is gone but and I thought that was less than fifty dollars in the account that's why they can't go fifty dollars which the minimum amount due is seventy dollars so why couldn't they would still
22156509401844876,0,343,346, because I mean I'm always trying to that's why it's not possible to throw
22156509401844876,2,347,349, or not David dot does it have to remain %HESITATION %HESITATION it's only a stock not not relevant now because obviously you are closing down the account
22156509401844876,0,352,358, uhhuh %HESITATION should they pursue that with the money order
22156509401844876,2,364,369, yes yes
22156509401844876,0,379,386, okay let me go ahead here perfect the money
22156509401844876,2,390,395, but my bank account number do you want me to give you my %HESITATION biggest being number
22156509401844876,0,399,406, no you're going to receive your money are there in your mail and also receive it you just go to any bank or post office it's cash out your money and the money or they can take up to fourteen business days to arrive okay
22156509401844876,2,412,421, yep no problem
22156509401844876,0,425,435, anything else I may assist you nope
22156509401844876,2,445,453, thank you very much for that
22156509401844876,0,458,460, thank you very much for calling to go have a great day
22156509401844876,2,470,471, you too bye bye
22156509401844876,0,473,475, bye bye
22156509401845229,0,1,9,thank you for calling Bender for business this is Alex may I have your card number the name of your business please
22156509401845229,1,12,17, sure the card number is going to be four seven five four four zero zero zero one one three three six six nine two gold star limousine
22156509401845229,0,27,34, I'm sorry can you repeat the car number again please
22156509401845229,1,42,48, four seven five four four zero zero zero one one three three six six nine two
22156509401845229,0,56,57, thank you very much for that information spaghetti a card details please stay on the line every I'm so sorry for the long let's take a few more moments I'm locating your card information all right thank you so much for staying online now may I please have the name of your business
22156509401845229,1,61,70, gold star black Toleman jeans
22156509401845229,0,78,84, thank you your name please
22156509401845229,2,93,95, we M. Keith
22156509401845229,0,96,97, stone thank you very much your data bird please
22156509401845229,2,100,102, twelve twelve sixty two
22156509401845229,0,107,116, last four of your social
22156509401845229,2,120,126, four nine five three
22156509401845229,0,128,131, okay thank you very much and a bit and the zip code please
22156509401845229,2,141,149, oh my gosh two three five zero two
22156509401845229,0,155,165, thank you very much now may I please have call me assist you with the call today
22156509401845229,2,171,174, oh my gosh are you just an after hours are you actually employed by bed tat
22156509401845229,0,177,184, we are providing the customer support for these cards
22156509401845229,2,192,194, %HESITATION okay well that that you know that's way over the top anyway when I went to log in I have a two factor identification that popped up it was supposed to send me a log in I mean a %HESITATION a code and I've done it twice it has not sent me a code where's my code going to your email
22156509401845229,0,195,199, no it will go to your email and may I please ask %HESITATION are you the admin on the account or your account
22156509401845229,2,204,212, I am the admin the owner of the one who is has the money yes or
22156509401845229,0,221,230, thank you very much for that information %HESITATION Mr stone well in that case %HESITATION can you %HESITATION I will I will take down %HESITATION your %HESITATION your business information and your phone number and and the issue that you're having and I can send it to our support team and then they will call you %HESITATION back in the next business day
22156509401845229,2,236,239, I need him to call me back today you're not actually with been taboo okay and you can take down the information but %HESITATION okay
22156509401845229,0,247,251, can I have your best call back number please
22156509401845229,2,258,266, sure two five two
22156509401845229,0,275,278, okay
22156509401845229,2,285,292, two five six
22156509401845229,0,293,302, okay
22156509401845229,2,309,317, one eight six eight
22156509401845229,0,319,322, thank you very much in your business name one more time I'm sorry bout it gold
22156509401845229,2,325,330, star and we showed up to ours on star now
22156509401845229,0,337,347, okay let me zine
22156509401845229,2,351,359, and black tie let me see but it's may start letting
22156509401845229,0,368,376, go Solomon thank you very much I'm escalating your case Mister stone and they will call you back okay
22156509401845229,2,382,383, yeah thank you
22156509401845229,0,390,400, this
22156741053115648,3,1,9,thank you for calling card member services on as David and please have your card number
22156741053115648,2,13,16, yes Sir H. fifteen fifty two fifty six one nine zero zero two five one seven one zero zero nine
22156741053115648,3,17,19, okay thank you very much for providing me the details I'm pulling up your records %HESITATION just give me one moment and bear with me on the line thank you
22156741053115648,2,24,27, no problem
22156741053115648,3,33,40, please have expiry date in the car
22156741053115648,2,45,53, this August %HESITATION of dish it says zero eight twenty
22156741053115648,3,54,61, thank you I mean %HESITATION what is the initial load amount all the card how much is the initial amount
22156741053115648,2,65,71, fifty fifty dollars
22156741053115648,3,75,81, fifty dollars okay thank you very much %HESITATION just give me one moment please how can I help you
22156741053115648,2,82,87, well I'm tempted to use the the %HESITATION I guess it's of no it it says everywhere I tried to use it %HESITATION is that said that it was expired and I couldn't use and I did I can't remember exactly when I got it but I put it in our wallet to take on a trip that we started on the twenty sixth of August and I tried to use the one that day or the next day and it wouldn't work and I called I think I called and got the %HESITATION got it started maybe I didn't
22156741053115648,3,97,101, well sure I'll go and I will help you out of my sincere apologies %HESITATION can you please hold the line for just a minute so I can check the details K.
22156741053115648,2,106,113, all the line %HESITATION
22156741053115648,3,114,121, thank you
22156741053115648,2,123,132, you want any of this stuff throw the recycle bin I don't want it honey nothing then there I want to keep
22156741053115648,3,134,135, thank you very much for %HESITATION thing on the line my apologies for the home right there
22156741053115648,2,137,143, no problem
22156741053115648,3,150,155, okay %HESITATION well I just want to ask you other transactions you trying to make their online transactions
22156741053115648,2,157,163, I'm sorry
22156741053115648,3,169,173, you're trying to make the online transactions or you're using your card
22156741053115648,2,182,183, I was I tried to use it at the gas station to pay for something else and they said that was %HESITATION not valid well I don't know I got the you know like we got this card from General Motors for taking a test drive in the car it says it expires so yes in August of this year %HESITATION twenty but it every to every place I've taken it I tried to use the the restaurant and they won't take it have any money on it
22156741053115648,3,193,198, well I can see you you try to use a Doris Italian for forty six dollars and forty eight cents yep okay
22156741053115648,2,200,209, no you make short
22156741053115648,3,215,222, just as a future reference as well whenever you want to use this card had restaurant %HESITATION there is a twenty person extra hold which is required in order to process the transactions like you were trying to use it for forty six forty eight the twenty personal forty six forty eight is nine dollars and twenty nine cents so if you had both of these transactions amount it is going over fifty dollars and that is why it got declined this extra hole is not a charge you normally get it back to your card after the transaction is settled by the merchant like within twenty four to forty eight hours okay but in order to initiate the transaction at restaurants like hotels and motels the twenty person extra hold should be available in the car so that was not available and that is why it got declined so my suggestion to you is whenever you want to use a restaurant use it for forty dollars so that means the eight dollars will be available in it and then you can go over the actual holding later on you get your eight dollars back okay this was the reason for the decline transaction address Rhonda K. other transaction %HESITATION which you were trying to make I can see which is declined that was the cracker barrel what is it what is cracker barrel
22156741053115648,2,230,232, that's a rush from
22156741053115648,3,239,247, cracker barrel is also
22156741053115648,2,256,257, telling me what what you're telling me is that I got to use this in in increments of ten or twenty dollars because or so to be a hold on the five years of the the gas station or restaurant or whatever
22156741053115648,3,264,272, in gas station in gas station %HESITATION %HESITATION you have to use it inside over the counter don't use it are the pump okay you have to go inside over the counter use it because of the gas station next door also applies so you can avoid that by using it inside and specifically at the restaurants twenty portion of the %HESITATION reason amount is the extra or like if you want to use it for forty dollars then eight dollars which is the twenty personal forty that is actually required to process the transactions %HESITATION you know add restaurants so if you want to use a restaurant right now use it for forty dollars so you will be able to go over %HESITATION the twenty percent extra Horton later on which you will get back okay and %HESITATION you can try a game I can see that the transaction the restaurant was declined because of the extra hold end %HESITATION the one you were trying to use the cracker there was something wrong from the merch inside %HESITATION the merging system was not accepting the card that is right guard declined otherwise the cards okay there's nothing wrong with the card okay yes so before you go I just want to ask you would you like me to to register the card %HESITATION you want to use it online or you just want to use it in stores
22156741053115648,2,282,286, the store in a gas station or somewhere I don't you know like okay bring on here pretty small and I and I needed a magnifying glass just to find the %HESITATION the eight five five number to call you guys and I don't know I'm so sorry but it doesn't say something about this twenty percent on the back
22156741053115648,3,289,295, I'm so sorry you can call us twenty four seven we are twenty four seven open you can call us anytime
22156741053115648,2,301,307, that's not what I asked you I said when I got this card I don't remember any paperwork saying that there would be a twenty percent hold
22156741053115648,3,315,320, on hold yeah
22156741053115648,2,324,330, well I I don't remember seeing any paper on any on the paper about that and then and it doesn't say it on the back
22156741053115648,3,336,339, %HESITATION actually this is not for all the merchants if you have not received the paperwork and it's not mentioned here I will just explain you so you can %HESITATION you know be careful next time
22156741053115648,2,346,348, told me what I need and also if if we got a bill for under forty Bucks well that then then whatever's left after the other one well we know that it's been process that I could use it again to get to get the %HESITATION the other ten dollars off of the card
22156741053115648,3,352,357, exactly when you get your extra hold back then you will have your remaining ten dollars then you can use
22156741053115648,2,367,376, old one well the extra hold back be told to me
22156741053115648,3,386,388, you get your extra hold him on back within twenty four hours within twenty four to forty eight hours it depends on the margin as soon as they
22156741053115648,2,393,396, how are you going to inform me of this
22156741053115648,3,403,404, well you can call into customer support we will tell you what
22156741053115648,2,412,414, call you why should I have to constantly call you to find out if I got eight Bucks left on this card or no Bucks left on the card
22156741053115648,3,424,433, you can also check your balance from the automated service as well if you don't want to connect to the customer service you simply need to dial the number
22156741053115648,2,438,444, all right never mind we're we're done okay thank you have a nice day
22156741053115648,3,446,454, thank you for calling
22156741053118180,0,1,4,thanks for calling got ready card this is Alex how may I assist you today sure I can certainly help you with that can I get your card number please
22156741053118180,1,12,16, five one two eight five seven zero four seven seven zero eight zero eight
22156741053118180,0,22,25, now may I please have the expiration date on the card
22156741053118180,1,27,34, zero six twenty one
22156741053118180,0,44,45, I did not get all right thank you so much for that information
22156741053118180,1,46,47, I'm sorry
22156741053118180,0,54,55, I'm saying thank you very much for the details that you provided me now may I please have %HESITATION your name can I have your name please ma'am can I have your name please
22156741053118180,1,65,75, I
22156741053118180,0,80,83, thank you very much %HESITATION and %HESITATION your email address
22156741053118180,1,92,95, I recall thirty two edgy mail
22156741053118180,0,102,106, your mailing address
22156741053118180,1,108,111, at Yahoo dot com
22156741053118180,0,115,122, your E. I'm sorry your address please my my apologies for that your mailing address Martin what so badly so I cannot I'm sorry to cut you but your voice is breaking up so badly so I cannot hear you even a single what you're saying
22156741053118180,1,126,132, twenty three fifty five sixty five
22156741053118180,0,135,144, city state and zip code
22156741053118180,1,151,156, Miami Florida three three one fourth
22156741053118180,0,162,165, and your phone number please now
22156741053118180,1,167,177, three five C. thirteen ninety four
22156741053118180,0,184,192, thank you very much and expiration one more time please
22156741053118180,1,193,196, the extra day expiration is zero six one one
22156741053118180,0,200,207, thank you very much for account is activated and it's ready to be is
22156741053118180,1,209,218, okay thank you is it a pain
22156741053118180,0,223,227, you can set up a pin number to the automated system
22156741053118180,1,230,234, thank you so much
22156741053118180,0,239,242, let me ask company
22156741053128397,0,1,8,I thank you for calling my name is Anne how can I assist you
22156741053128397,1,14,19, hi %HESITATION so I purchased two Google play called today but %HESITATION they weren't they didn't work they said that the balance %HESITATION someone had already used up the card and it was four hundred dollars
22156741053128397,0,27,32, you can let me know your name
22156741053128397,1,37,40, %HESITATION cannery Patel
22156741053128397,0,48,54, and can you let me know the four digit of your less than if your the last four digits of your social
22156741053128397,1,57,59, eleven ninety three
22156741053128397,0,60,67, right so you both something with your credit card and can you explain again
22156741053128397,1,71,72, I bought to Google play gift cards
22156741053128397,0,74,82, uhhuh
22156741053128397,1,92,100, with my cat credit card today two hundred dollars each and %HESITATION they were there was still a balance on it I submitted the card numbers and the receipt that shows the payment %HESITATION to the customer service but I wanted to call and find out you know how long the dispute will take I'm disputing this charge
22156741053128397,0,110,119, thank
22156741053128397,1,128,136, hello
22156741053128397,0,146,148, yes %HESITATION just searching for your information so you call up to us to dispute these transactions
22156741053128397,1,150,158, or yes I'm calling to dispute %HESITATION so I did I did do not get charged and I don't have to pay for something that I purchase but it's not you know valid
22156741053128397,0,161,166, I don't see nothing when you did the to talk back and let me know
22156741053128397,1,168,175, yeah I did it in the morning around like a little after eleven thirty eastern standard time
22156741053128397,0,184,191, and you'll spend hundred dollars
22156741053128397,1,199,204, yes four hundred dollars
22156741053128397,0,205,215, four hundred dollars
22156741053128397,1,217,224, I purchased two gift cards each for two hundred dollars
22156741053128397,0,234,239, okay today the only does actually that I have from your card today E. four hundred dollars %HESITATION the T. V. %HESITATION bold something at %HESITATION may your Lexington USA
22156741053128397,1,245,248, that's it
22156741053128397,0,254,258, he's down one
22156741053128397,1,259,262, yes
22156741053128397,0,264,272, and you went to the store and tell them that you don't have anything it's
22156741053128397,1,276,279, a two card no I didn't I haven't went to the store because they they will tell me to call Google back and Google would be able I'm sorry we can't help I'm calling you guys because I am paying pedal I want to dispute this now before it's too late
22156741053128397,0,285,286, well I won't be able to assist you now because the thing is you made the transaction today and so that's a still pending it means where pre authorized %HESITATION but he did not posted yet so we have to wait until the transaction be posted after that we can dispute something for you right now I will be able to do nothing because it's still pending
22156741053128397,1,289,297, okay do you see that that I submitted the pictures of the receipt and the card
22156741053128397,0,298,307, no I don't believe you send you send the the email it to the support team so they will see it
22156741053128397,1,315,317, but
22156741053128397,0,326,329, the thing is we have to wait
22156741053128397,1,333,343, okay listen listen listen %HESITATION I'm calling from work let me let you go
22156741053128397,0,344,351, I'll call tomorrow
22156741053128397,1,357,360, thanks bye
22156741053132487,0,1,6,thank you for calling A. C. conversion Kerr the my name is Camila how can I assist you today
22156741053132487,1,7,11, Hey Camilla I just transferred was offered a card and %HESITATION I need to change the address that the card is going to
22156741053132487,0,19,22, okay I'm going to double check if it's this already if it's possible without the proof of %HESITATION address %HESITATION something please the phone number that you %HESITATION register that you had for your card
22156741053132487,1,30,40, you my card number my phone number
22156741053132487,0,44,52, phone number
22156741053132487,1,61,65, five one four
22156741053132487,0,72,81, mmhm
22156741053132487,1,90,97, six one six five one seven one
22156741053132487,0,103,108, okay so %HESITATION you got the card recently
22156741053132487,1,111,120, yeah I like it online just a second ago
22156741053132487,0,127,133, uhhuh understood what's your full name
22156741053132487,1,140,141, because Bergeron
22156741053132487,0,149,156, %HESITATION quote and Joseph what's your date of birth
22156741053132487,1,158,168, number twenty eight and eighty nine
22156741053132487,0,176,184, hi now the address that you chose for the card
22156741053132487,1,188,194, you want to know the address
22156741053132487,0,198,207, yeah that it shows when you sign up for the card to
22156741053132487,1,209,213, which
22156741053132487,0,222,229, address did you use
22156741053132487,1,236,241, one one one five as you say John and yes and
22156741053132487,0,245,250, okay and your email
22156741053132487,1,258,262, my email
22156741053132487,0,263,265, mmhm
22156741053132487,1,272,274, my email is Joe P. Bergeron at G. email dot com
22156741053132487,0,282,287, thank you does a circle for me %HESITATION
22156741053132487,1,292,302, well
22156741053132487,0,312,313, %HESITATION your address is was it the problem with the title or is it very different
22156741053132487,1,322,326, yeah it's very different
22156741053132487,0,336,345, okay so in this case I believe I would need you to send me %HESITATION proof of address on our email
22156741053132487,1,353,354, okay what do you need
22156741053132487,0,357,367, okay so I'm going to explain %HESITATION I need %HESITATION proof of ID and %HESITATION proof of address ing PDF and it can be one of the following and agility bill like is it you do okay back %HESITATION can be %HESITATION bank statement
22156741053132487,1,376,378, or it can be
22156741053132487,0,381,385, your %HESITATION credit card bill we don't get to know the %HESITATION the transactions we just want to know the address okay and %HESITATION please remember to send us in PDF so because %HESITATION if we do not accept images so you can download from your if you have a ward of Rogers account for example you can download the the statement and said okay
22156741053132487,1,387,391, %HESITATION what do I send it to
22156741053132487,0,395,397, you it doesn't you in full at AC conversion dot com we'll answer you in %HESITATION I think up to twenty four hours even the last we can change your you your address
22156741053132487,1,404,410, okay so it's info at AC conversion dot com
22156741053132487,0,419,429, yeah do you need the card to be %HESITATION reaches to the new address so I can you receive a mail in the one that we have here
22156741053132487,1,436,438, no I can't receive the old one
22156741053132487,0,443,448, not at all okay
22156741053132487,1,450,455, but for the email address is it A. B. C. and then another C. conversion
22156741053132487,0,460,465, no A. C. yes that's correct AC conversion
22156741053132487,1,475,478, just to see
22156741053132487,0,486,494, her till until as like if wells was toward a C. for Eric Canada and conversion got the name of the card basically so what I'm gonna do %HESITATION Joe's if it's %HESITATION besides that once you I receive your email %HESITATION I will also request %HESITATION they E. should to the new address because it was sent to the old one okay
22156741053132487,1,501,507, yes so so I'll send you an email that'll have the Baystate new address and you can send it to that new address
22156741053132487,0,510,512, that's correct we are going to read direct so basically we're going to issue a new card to be sent to the new address %HESITATION that would be at no cost
22156741053132487,1,518,527, okay perfect
22156741053132487,0,529,538, hi anything else I may help
22156741053132487,1,546,555, nope that's it
22156741053132487,0,558,562, okay so just be waiting for your email %HESITATION is every is if is there anything later you can call twenty four seven we work okay
22156741053132487,1,565,569, okay thank you
22156741053132487,0,570,575, excellent thanks for calling sickle version I have a good night
22156741053132487,1,579,580, bye
22156741053132487,0,583,585, bye bye
25156509407120879,1,1,9,thank you for calling say B. C. C. conversion my name is Lucas how can I help you
25156509407120879,2,15,22, although my name I'm calling I have used the card three weeks ago and they had put a hold from the hotel to cut off all just about it but I notice that it's been two weeks now and it hasn't been early
25156509407120879,1,27,32, the card is yours may I have your %HESITATION home phone number
25156509407120879,2,33,35, multi
25156509407120879,1,37,42, home phone number
25156509407120879,2,46,48, %HESITATION four three eight three four seven
25156509407120879,1,54,60, sorry can you start the again
25156509407120879,2,63,65, four three eight three four seven eleven eighty two
25156509407120879,1,75,76, may I have your full name
25156509407120879,2,81,82, hi and I had to L.
25156509407120879,1,91,93, and your date of birth
25156509407120879,2,94,97, August twenty six ninety two
25156509407120879,1,106,115, and your address
25156509407120879,2,119,121, %HESITATION nine sixty three local financial practice quizzes to see for
25156509407120879,1,126,130, okay perfect and %HESITATION what's the situation again and I can you repeat that for me
25156509407120879,2,140,147, okay so %HESITATION I use this card out of the hotel because they needed like a security deposit that %HESITATION that they hold for the day so it's been two weeks since the beginning of a lease but I hasn't the pack back onto my card zero three hundred all right
25156509407120879,1,157,162, sorry I'm not understanding
25156509407120879,2,163,173, okay the money that was hold on my card that hasn't been turned but the bank has it
25156509407120879,1,178,181, all did me double check here your transactions to understand okay %HESITATION there is %HESITATION three hundred dollars just depending for %HESITATION hotel in %HESITATION Las Vegas that that comes back situation %HESITATION so %HESITATION the transaction is is still pending we still have to wait %HESITATION %HESITATION a few more days and %HESITATION this transaction it was you or no
25156509407120879,2,182,186, yeah it was me I just want to know because the money so how long has it been a
25156509407120879,1,187,197, %HESITATION okay %HESITATION %HESITATION actually we don't have %HESITATION %HESITATION if a three date for the money to go back in but they did
25156509407120879,2,207,208, and they use my card before never cooked us long for off site station
25156509407120879,1,212,214, uhhuh did you contact at the hotel tools to cancel this transaction
25156509407120879,2,220,226, I did
25156509407120879,1,231,239, it when you did that
25156509407120879,2,248,258, I did that last week Friday and even yeah %HESITATION even when I last %HESITATION on the Monday they said they they canceled it but that you can cut %HESITATION see that it was that's it for the money problems are
25156509407120879,1,266,272, if they can say what %HESITATION destroyed the reflecting a few days if this transaction to get posted we would have to dispute it for you of course but that is IT spending the only thing we can do is wait
25156509407120879,2,274,282, %HESITATION
25156509407120879,1,289,291, okay anything else I may assist you today
25156509407120879,2,292,294, no that's it
25156509407120879,1,299,301, thank you very much for calling CBC sickle vision I have a great one
25156509407120879,2,302,309, thank you bye bye
25156509407120879,1,313,319, bye bye
25156509407125576,1,1,3,thank you for calling but he caught my name is Jake Wilson how may I assist you today
25156509407125576,2,6,14, yeah my name is %HESITATION coffee %HESITATION I want to know look up my information about my car
25156509407125576,1,21,27, okay can I have the call number
25156509407125576,2,30,40, %HESITATION five
25156509407125576,1,44,51, one
25156509407125576,2,60,69, tool it five seven zero three three seven three five four eight six two
25156509407125576,1,76,83, %HESITATION the expiration date of the card
25156509407125576,2,89,94, oh zero five %HESITATION %HESITATION zero oh five to two
25156509407125576,1,98,99, minutes sure and how may I assist you today
25156509407125576,2,107,115, yeah I want to know %HESITATION do so I can use this %HESITATION international %HESITATION sorry %HESITATION %HESITATION right now %HESITATION what I've done to contacting these %HESITATION international
25156509407125576,1,122,124, well first of all %HESITATION unfortunately you don't have any funds available caught on this of yours the balance is zero thank you
25156509407125576,2,132,133, no no no I can you my comment international country music
25156509407125576,1,138,146, okay this is not a reloadable card you cannot reload funds on this card you have to get a new card and there was a list of blocked countries over here or what do you want to use this card just we are you going to travel
25156509407125576,2,154,159, so I think I want to do that
25156509407125576,1,167,170, no it's not a reloadable card you cannot remote phone from this call
25156509407125576,2,176,185, he's got more
25156509407125576,1,188,196, no you don't have any funds available in this car of yours the bonus is zero and it's not a reloadable card
25156509407125576,2,199,204, %HESITATION this often I usually like %HESITATION like %HESITATION wouldn't wouldn't like someone well you can use it
25156509407125576,1,211,219, that's what I'm trying to tell you that this is not %HESITATION reloadable card you can upload once again on the card once that's it if you cannot we loaded %HESITATION yeah if you had funds available on the card definitely you would be able to use it but at the moment there are not any funds available on the card and you cannot reload funds on this card it's just a one time %HESITATION
25156509407125576,2,220,226, okay thank you
25156509407125576,1,231,241, you're welcome is there anything else I can help you with no no
25156509407125576,2,251,255, thank you so much
25156509407125576,1,261,270, %HESITATION thanks so much for calling ready called the Kerr or
25156509407126036,0,1,6,hi there my name is Ryan how can I help you
25156509407126036,1,10,16, %HESITATION yes Brian I was navigating my I. and %HESITATION that's the thing is I'm not understand and like it doesn't say when my due date is the date that my balance and stuff to be paid
25156509407126036,0,17,26, okay well I apologize for the inconvenience can I have your first and last name please
25156509407126036,1,36,43, my first name is spelled D. I. R. E. S. to raise my last name is Thompson
25156509407126036,0,50,56, thank you Mister Thompson and can I have your date of birth
25156509407126036,1,59,61, October twenty eight nineteen seventy seven
25156509407126036,0,63,70, thank you just give me a moment okay so you need %HESITATION date for the payment
25156509407126036,1,76,85, yes when is it due
25156509407126036,0,91,97, when is it do you have K. and %HESITATION %HESITATION the other could do you have any other questions apart from this one
25156509407126036,1,102,106, %HESITATION gonna also excuse to tell me how without sign is on the %HESITATION
25156509407126036,0,114,119, okay give me a moment and any other questions
25156509407126036,1,124,132, %HESITATION yes I'm also going to want to know %HESITATION how can it bye for example if I want to make a payment first thing in the morning %HESITATION how would I go about making that payment okay I want to pay it %HESITATION
25156509407126036,0,139,145, if you want to pay today okay and %HESITATION any other questions
25156509407126036,1,149,150, that's it
25156509407126036,0,153,163, okay well %HESITATION Mister Thompson can I just put you on hold
25156509407126036,1,164,174, yes
25156509407126036,0,180,188, thank you very much stay with me on the line do not hang up thank you
25156509407126036,1,197,200, okay
25156509407126036,0,210,214, thank you very much for staying on the line and for your patience as well and apologies for putting you on a brief hold can you hear me
25156509407126036,1,222,229, yes I hear you
25156509407126036,0,233,238, okay great so %HESITATION when you go to the application of yours there's a section for the payments do you see that
25156509407126036,1,239,242, let me see
25156509407126036,0,248,256, should be on the left hand side the second option under the dash board
25156509407126036,1,258,264, okay we have what okay I see that
25156509407126036,0,269,277, perfect so when you click on it on the top of it there is actually going to be risen whether your it %HESITATION the due date has been passed or not or how many days are left on there it should be mentioned on the top do you see that
25156509407126036,1,283,290, it's not the AC is always seen as it is you have no payment due
25156509407126036,0,300,309, perfect and so whenever you just you it's should it should be mentioned on there and you certainly can %HESITATION schedule the payment earlier as well that date is %HESITATION the date from perilous twenty six of each month you can schedule that earlier as well you can go with %HESITATION you know you want to pay online with us that's an option for you if you want to check %HESITATION if you want to send a check that is a second option for you you want to schedule that using the account of yours %HESITATION you can do that as well for dad %HESITATION you know when you go to the payments this payment %HESITATION do you see at the bottom that's a schedule of payment
25156509407126036,1,310,312, yes
25156509407126036,0,316,322, okay when you click on it it will ask you to link the bank account of yours so once you link the bank account of yours and %HESITATION we %HESITATION select the date on that very day the payment shall be scheduled for you
25156509407126036,1,331,337, okay and you say my %HESITATION my %HESITATION regular due date would be the twenty six of each month
25156509407126036,0,346,351, yes yes twenty six of each month
25156509407126036,1,358,360, okay okay I believe or so then and yes
25156509407126036,0,368,373, perfect so do you have any other questions or concerns
25156509407126036,1,376,380, %HESITATION no so you've helped me a lot
25156509407126036,0,385,388, well thank you very much for that and %HESITATION thanks for calling pedal you have a wonderful day at
25156509407126036,1,393,400, you too
25156509407126036,0,406,409, thank you goodbye
25156509407128311,0,1,8,welcome to Australia post loading to support this is Amanda speaking may I please have your card I. D.
25156509407128311,1,11,20, the step sixteen digit number on the back is it
25156509407128311,0,23,25, yeah and the back can't
25156509407128311,1,26,32, see it dot two four three six
25156509407128311,0,36,44, mmhm
25156509407128311,1,52,59, three seven no one seven two two one two four one six nine
25156509407128311,0,68,70, can I have your name please
25156509407128311,1,80,82, Peter Tyler
25156509407128311,0,87,90, for panic and the six digit access code
25156509407128311,1,96,98, I was seven one out of five one
25156509407128311,0,106,107, right how can I help you today Peter
25156509407128311,1,115,119, well %HESITATION when I catch up tomorrow let me go cab thanks explore is so new and it's not the end of January and %HESITATION but you are not in the J. and of August and I tell me %HESITATION but not renewing the animal
25156509407128311,0,125,127, no so these kinds just kind of having this content in some business decision so for any new clients new products that have to go to the post office %HESITATION have so you're going to hear the expires in August you have three options you can either use it up until the end of August another option you could cashing out %HESITATION at any ATM machine and then your last option is that we can send you a money order %HESITATION which you would receive in the maximum of fourteen business days one four
